Nombre de Cooperativa,Name Mes,#Mes,Año,Afiliado Hombres,Afiliados Mujeres,Personas Jurídicas,Menores Ahorrantes,Total Afiliados ,Cooperativa,Cierre
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Enero,1,2025,635,789,0,73,1497,MX EMPLEADOS MP,2025-01
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Febrero,2,2025,634,790,0,87,1511,MX EMPLEADOS MP,2025-02
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Marzo,3,2025,793,609,0,93,1495,MX EMPLEADOS MP,2025-03
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Abril,4,2025,633,771,0,94,1498,MX EMPLEADOS MP,2025-04
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Mayo,5,2025,628,758,0,94,1480,MX EMPLEADOS MP,2025-05
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Junio,6,2025,620,763,0,91,1474,MX EMPLEADOS MP,2025-06
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Julio,7,2025,609,757,0,96,1462,MX EMPLEADOS MP,2025-07
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Agosto,8,2025,600,742,0,96,1438,MX EMPLEADOS MP,2025-08
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Septiembre,9,2025,592,728,0,95,1415,MX EMPLEADOS MP,2025-09
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Octubre,10,2025,584,719,0,95,1398,MX EMPLEADOS MP,2025-10
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Noviembre,11,2025,580,707,0,94,1381,MX EMPLEADOS MP,2025-11
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Diciembre,12,2025,571,683,0,98,1352,MX EMPLEADOS MP,2025-12
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Enero,1,2026,603,735,0,98,1436,MX EMPLEADOS MP,2026-01
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Febrero,2,2026,554,658,0,97,1309,MX EMPLEADOS MP,2026-02
"Cooperativa Mixta Empleados del Ministerio Público, Limitada (COMEMP)",Marzo,3,2026,626,767,0,94,1487,MX EMPLEADOS MP,2026-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2019,857,505,0,0,1362,MX EMPLEADOS UNICOMER,2019-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Junio,6,2019,825,471,0,0,1296,MX EMPLEADOS UNICOMER,2019-06
"Cooperativa Mixta Empleados UNICOMER, Limitada",Septiembre,9,2019,824,464,0,0,1288,MX EMPLEADOS UNICOMER,2019-09
"Cooperativa Mixta Empleados UNICOMER, Limitada",Diciembre,12,2019,0,0,0,0,0,MX EMPLEADOS UNICOMER,2019-12
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2020,818,507,0,0,1325,MX EMPLEADOS UNICOMER,2020-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Junio,6,2020,818,507,0,0,1325,MX EMPLEADOS UNICOMER,2020-06
"Cooperativa Mixta Empleados UNICOMER, Limitada",Septiembre,9,2020,818,507,0,0,1325,MX EMPLEADOS UNICOMER,2020-09
"Cooperativa Mixta Empleados UNICOMER, Limitada",Diciembre,12,2020,732,454,0,0,1186,MX EMPLEADOS UNICOMER,2020-12
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2021,724,451,0,0,1175,MX EMPLEADOS UNICOMER,2021-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Junio,6,2021,722,465,,,1187,MX EMPLEADOS UNICOMER,2021-06
"Cooperativa Mixta Empleados UNICOMER, Limitada",Septiembre,9,2021,,,,,0,MX EMPLEADOS UNICOMER,2021-09
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2022,700,508,0,0,1208,MX EMPLEADOS UNICOMER,2022-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Abril,4,2022,700,505,0,0,1205,MX EMPLEADOS UNICOMER,2022-04
"Cooperativa Mixta Empleados UNICOMER, Limitada",Mayo,5,2022,0,0,0,0,0,MX EMPLEADOS UNICOMER,2022-05
"Cooperativa Mixta Empleados UNICOMER, Limitada",Junio,6,2022,724,515,0,0,1239,MX EMPLEADOS UNICOMER,2022-06
"Cooperativa Mixta Empleados UNICOMER, Limitada",Julio,7,2022,734,497,0,0,1231,MX EMPLEADOS UNICOMER,2022-07
"Cooperativa Mixta Empleados UNICOMER, Limitada",Agosto,8,2022,731,492,0,0,1223,MX EMPLEADOS UNICOMER,2022-08
"Cooperativa Mixta Empleados UNICOMER, Limitada",Septiembre,9,2022,735,494,0,0,1229,MX EMPLEADOS UNICOMER,2022-09
"Cooperativa Mixta Empleados UNICOMER, Limitada",Octubre,10,2022,733,497,0,0,1230,MX EMPLEADOS UNICOMER,2022-10
"Cooperativa Mixta Empleados UNICOMER, Limitada",Noviembre,11,2022,742,501,0,0,1243,MX EMPLEADOS UNICOMER,2022-11
"Cooperativa Mixta Empleados UNICOMER, Limitada",Diciembre,12,2022,712,481,0,0,1193,MX EMPLEADOS UNICOMER,2022-12
"Cooperativa Mixta Empleados UNICOMER, Limitada",Enero,1,2023,738,486,0,0,1224,MX EMPLEADOS UNICOMER,2023-01
"Cooperativa Mixta Empleados UNICOMER, Limitada",Febrero,2,2023,738,486,0,0,1224,MX EMPLEADOS UNICOMER,2023-02
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2023,736,477,0,0,1213,MX EMPLEADOS UNICOMER,2023-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Abril,4,2023,743,500,0,0,1243,MX EMPLEADOS UNICOMER,2023-04
"Cooperativa Mixta Empleados UNICOMER, Limitada",Mayo,5,2023,754,504,0,0,1258,MX EMPLEADOS UNICOMER,2023-05
"Cooperativa Mixta Empleados UNICOMER, Limitada",Junio,6,2023,757,503,0,0,1260,MX EMPLEADOS UNICOMER,2023-06
"Cooperativa Mixta Empleados UNICOMER, Limitada",Julio,7,2023,757,506,0,0,1263,MX EMPLEADOS UNICOMER,2023-07
"Cooperativa Mixta Empleados UNICOMER, Limitada",Agosto,8,2023,766,509,0,0,1275,MX EMPLEADOS UNICOMER,2023-08
"Cooperativa Mixta Empleados UNICOMER, Limitada",Septiembre,9,2023,778,507,0,0,1285,MX EMPLEADOS UNICOMER,2023-09
"Cooperativa Mixta Empleados UNICOMER, Limitada",Octubre,10,2023,771,506,0,0,1277,MX EMPLEADOS UNICOMER,2023-10
"Cooperativa Mixta Empleados UNICOMER, Limitada",Noviembre,11,2023,789,512,0,0,1301,MX EMPLEADOS UNICOMER,2023-11
"Cooperativa Mixta Empleados UNICOMER, Limitada",Diciembre,12,2023,790,512,0,0,1302,MX EMPLEADOS UNICOMER,2023-12
"Cooperativa Mixta Empleados UNICOMER, Limitada",Enero,1,2024,776,502,0,0,1278,MX EMPLEADOS UNICOMER,2024-01
"Cooperativa Mixta Empleados UNICOMER, Limitada",Febrero,2,2024,805,529,0,0,1334,MX EMPLEADOS UNICOMER,2024-02
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2024,813,530,0,0,1343,MX EMPLEADOS UNICOMER,2024-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Abril,4,2024,831,550,0,0,1381,MX EMPLEADOS UNICOMER,2024-04
"Cooperativa Mixta Empleados UNICOMER, Limitada",Mayo,5,2024,844,564,0,0,1408,MX EMPLEADOS UNICOMER,2024-05
"Cooperativa Mixta Empleados UNICOMER, Limitada",Junio,6,2024,851,565,0,0,1416,MX EMPLEADOS UNICOMER,2024-06
"Cooperativa Mixta Empleados UNICOMER, Limitada",Julio,7,2024,856,567,0,0,1423,MX EMPLEADOS UNICOMER,2024-07
"Cooperativa Mixta Empleados UNICOMER, Limitada",Agosto,8,2024,857,565,0,0,1422,MX EMPLEADOS UNICOMER,2024-08
"Cooperativa Mixta Empleados UNICOMER, Limitada",Septiembre,9,2024,844,556,0,0,1400,MX EMPLEADOS UNICOMER,2024-09
"Cooperativa Mixta Empleados UNICOMER, Limitada",Octubre,10,2024,836,550,0,0,1386,MX EMPLEADOS UNICOMER,2024-10
"Cooperativa Mixta Empleados UNICOMER, Limitada",Noviembre,11,2024,832,546,0,0,1378,MX EMPLEADOS UNICOMER,2024-11
"Cooperativa Mixta Empleados UNICOMER, Limitada",Diciembre,12,2024,845,559,0,0,1404,MX EMPLEADOS UNICOMER,2024-12
"Cooperativa Mixta Empleados UNICOMER, Limitada",Enero,1,2025,809,542,0,0,1351,MX EMPLEADOS UNICOMER,2025-01
"Cooperativa Mixta Empleados UNICOMER, Limitada",Febrero,2,2025,693,498,0,0,1191,MX EMPLEADOS UNICOMER,2025-02
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2025,774,534,0,0,1308,MX EMPLEADOS UNICOMER,2025-03
"Cooperativa Mixta Empleados UNICOMER, Limitada",Abril,4,2025,761,526,0,0,1287,MX EMPLEADOS UNICOMER,2025-04
"Cooperativa Mixta Empleados UNICOMER, Limitada",Mayo,5,2025,765,530,0,0,1295,MX EMPLEADOS UNICOMER,2025-05
"Cooperativa Mixta Empleados UNICOMER, Limitada",Junio,6,2025,788,538,0,0,1326,MX EMPLEADOS UNICOMER,2025-06
"Cooperativa Mixta Empleados UNICOMER, Limitada",Julio,7,2025,757,520,0,0,1277,MX EMPLEADOS UNICOMER,2025-07
"Cooperativa Mixta Empleados UNICOMER, Limitada",Agosto,8,2025,759,526,0,0,1285,MX EMPLEADOS UNICOMER,2025-08
"Cooperativa Mixta Empleados UNICOMER, Limitada",Septiembre,9,2025,773,531,0,0,1304,MX EMPLEADOS UNICOMER,2025-09
"Cooperativa Mixta Empleados UNICOMER, Limitada",Octubre,10,2025,762,527,0,0,1289,MX EMPLEADOS UNICOMER,2025-10
"Cooperativa Mixta Empleados UNICOMER, Limitada",Noviembre,11,2025,761,526,0,0,1287,MX EMPLEADOS UNICOMER,2025-11
"Cooperativa Mixta Empleados UNICOMER, Limitada",Diciembre,12,2025,763,529,0,0,1292,MX EMPLEADOS UNICOMER,2025-12
"Cooperativa Mixta Empleados UNICOMER, Limitada",Enero,1,2026,768,535,0,0,1303,MX EMPLEADOS UNICOMER,2026-01
"Cooperativa Mixta Empleados UNICOMER, Limitada",Febrero,2,2026,756,530,0,0,1286,MX EMPLEADOS UNICOMER,2026-02
"Cooperativa Mixta Empleados UNICOMER, Limitada",Marzo,3,2026,737,520,0,0,1257,MX EMPLEADOS UNICOMER,2026-03
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Enero,1,2025,165,227,0,0,392,MX EMPLEADOS VICENTE CACERES,2025-01
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Febrero,2,2025,165,225,0,0,390,MX EMPLEADOS VICENTE CACERES,2025-02
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Marzo,3,2025,165,224,0,0,389,MX EMPLEADOS VICENTE CACERES,2025-03
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Abril,4,2025,164,223,0,0,387,MX EMPLEADOS VICENTE CACERES,2025-04
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Mayo,5,2025,126,254,0,0,380,MX EMPLEADOS VICENTE CACERES,2025-05
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Junio,6,2025,126,254,0,0,380,MX EMPLEADOS VICENTE CACERES,2025-06
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Julio,7,2025,125,254,0,0,379,MX EMPLEADOS VICENTE CACERES,2025-07
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Agosto,8,2025,125,254,0,0,379,MX EMPLEADOS VICENTE CACERES,2025-08
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Septiembre,9,2025,125,254,0,0,379,MX EMPLEADOS VICENTE CACERES,2025-09
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Octubre,10,2025,129,256,0,0,385,MX EMPLEADOS VICENTE CACERES,2025-10
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Noviembre,11,2025,131,260,0,0,391,MX EMPLEADOS VICENTE CACERES,2025-11
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Diciembre,12,2025,134,263,0,0,397,MX EMPLEADOS VICENTE CACERES,2025-12
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Enero,1,2026,135,261,0,0,396,MX EMPLEADOS VICENTE CACERES,2026-01
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Febrero,2,2026,134,261,0,0,395,MX EMPLEADOS VICENTE CACERES,2026-02
"Cooperativa Mixta de Empleados del Instituto Central Vicente Caceres, Limitada",Marzo,3,2026,134,260,0,0,394,MX EMPLEADOS VICENTE CACERES,2026-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2019,741,205,0,0,946,MX ESFUERZO GENTE Y TRABAJO,2019-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Junio,6,2019,724,208,0,0,932,MX ESFUERZO GENTE Y TRABAJO,2019-06
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Septiembre,9,2019,814,206,0,0,1020,MX ESFUERZO GENTE Y TRABAJO,2019-09
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Diciembre,12,2019,742,215,0,0,957,MX ESFUERZO GENTE Y TRABAJO,2019-12
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2020,670,181,0,0,851,MX ESFUERZO GENTE Y TRABAJO,2020-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Junio,6,2020,657,180,0,0,837,MX ESFUERZO GENTE Y TRABAJO,2020-06
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Septiembre,9,2020,640,170,0,0,810,MX ESFUERZO GENTE Y TRABAJO,2020-09
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Diciembre,12,2020,537,143,0,0,680,MX ESFUERZO GENTE Y TRABAJO,2020-12
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2021,536,135,0,0,671,MX ESFUERZO GENTE Y TRABAJO,2021-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Junio,6,2021,511,134,,,645,MX ESFUERZO GENTE Y TRABAJO,2021-06
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Septiembre,9,2021,,,,,0,MX ESFUERZO GENTE Y TRABAJO,2021-09
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2022,562,144,0,0,706,MX ESFUERZO GENTE Y TRABAJO,2022-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Abril,4,2022,551,143,0,0,694,MX ESFUERZO GENTE Y TRABAJO,2022-04
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Mayo,5,2022,551,145,0,0,696,MX ESFUERZO GENTE Y TRABAJO,2022-05
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Junio,6,2022,521,141,0,0,662,MX ESFUERZO GENTE Y TRABAJO,2022-06
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Julio,7,2022,524,146,0,0,670,MX ESFUERZO GENTE Y TRABAJO,2022-07
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Agosto,8,2022,516,143,0,0,659,MX ESFUERZO GENTE Y TRABAJO,2022-08
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Septiembre,9,2022,139,502,0,0,641,MX ESFUERZO GENTE Y TRABAJO,2022-09
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Octubre,10,2022,513,143,0,0,656,MX ESFUERZO GENTE Y TRABAJO,2022-10
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Noviembre,11,2022,503,147,0,0,650,MX ESFUERZO GENTE Y TRABAJO,2022-11
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Diciembre,12,2022,502,150,0,0,652,MX ESFUERZO GENTE Y TRABAJO,2022-12
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Enero,1,2023,553,158,0,0,711,MX ESFUERZO GENTE Y TRABAJO,2023-01
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2023,557,155,0,0,712,MX ESFUERZO GENTE Y TRABAJO,2023-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Abril,4,2023,557,156,0,0,713,MX ESFUERZO GENTE Y TRABAJO,2023-04
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Mayo,5,2023,549,158,0,0,707,MX ESFUERZO GENTE Y TRABAJO,2023-05
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Junio,6,2023,543,154,0,0,697,MX ESFUERZO GENTE Y TRABAJO,2023-06
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Julio,7,2023,545,154,0,0,699,MX ESFUERZO GENTE Y TRABAJO,2023-07
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Agosto,8,2023,150,534,0,0,684,MX ESFUERZO GENTE Y TRABAJO,2023-08
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Septiembre,9,2023,534,151,0,0,685,MX ESFUERZO GENTE Y TRABAJO,2023-09
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Octubre,10,2023,537,154,0,0,691,MX ESFUERZO GENTE Y TRABAJO,2023-10
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Noviembre,11,2023,534,158,0,0,692,MX ESFUERZO GENTE Y TRABAJO,2023-11
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Diciembre,12,2023,565,178,0,0,743,MX ESFUERZO GENTE Y TRABAJO,2023-12
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Enero,1,2024,570,179,0,0,749,MX ESFUERZO GENTE Y TRABAJO,2024-01
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Febrero,2,2024,551,170,0,0,721,MX ESFUERZO GENTE Y TRABAJO,2024-02
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2024,548,168,0,0,716,MX ESFUERZO GENTE Y TRABAJO,2024-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Abril,4,2024,542,165,0,0,707,MX ESFUERZO GENTE Y TRABAJO,2024-04
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Mayo,5,2024,544,162,0,0,706,MX ESFUERZO GENTE Y TRABAJO,2024-05
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Junio,6,2024,545,163,0,0,708,MX ESFUERZO GENTE Y TRABAJO,2024-06
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Julio,7,2024,559,163,0,0,722,MX ESFUERZO GENTE Y TRABAJO,2024-07
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Agosto,8,2024,550,163,0,0,713,MX ESFUERZO GENTE Y TRABAJO,2024-08
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Septiembre,9,2024,540,163,0,0,703,MX ESFUERZO GENTE Y TRABAJO,2024-09
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Octubre,10,2024,534,163,0,0,697,MX ESFUERZO GENTE Y TRABAJO,2024-10
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Noviembre,11,2024,535,170,0,0,705,MX ESFUERZO GENTE Y TRABAJO,2024-11
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Diciembre,12,2024,523,172,0,0,695,MX ESFUERZO GENTE Y TRABAJO,2024-12
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Enero,1,2025,518,167,0,0,685,MX ESFUERZO GENTE Y TRABAJO,2025-01
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Febrero,2,2025,516,170,0,0,686,MX ESFUERZO GENTE Y TRABAJO,2025-02
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2025,515,171,0,0,686,MX ESFUERZO GENTE Y TRABAJO,2025-03
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Abril,4,2025,530,182,0,0,712,MX ESFUERZO GENTE Y TRABAJO,2025-04
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Mayo,5,2025,521,178,0,0,699,MX ESFUERZO GENTE Y TRABAJO,2025-05
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Junio,6,2025,525,188,0,0,713,MX ESFUERZO GENTE Y TRABAJO,2025-06
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Julio,7,2025,520,190,0,0,710,MX ESFUERZO GENTE Y TRABAJO,2025-07
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Agosto,8,2025,530,201,0,0,731,MX ESFUERZO GENTE Y TRABAJO,2025-08
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Septiembre,9,2025,523,200,0,0,723,MX ESFUERZO GENTE Y TRABAJO,2025-09
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Octubre,10,2025,527,198,0,0,725,MX ESFUERZO GENTE Y TRABAJO,2025-10
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Noviembre,11,2025,513,212,0,0,725,MX ESFUERZO GENTE Y TRABAJO,2025-11
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Diciembre,12,2025,496,207,0,0,703,MX ESFUERZO GENTE Y TRABAJO,2025-12
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Enero,1,2026,494,201,0,0,695,MX ESFUERZO GENTE Y TRABAJO,2026-01
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Febrero,2,2026,497,203,0,0,700,MX ESFUERZO GENTE Y TRABAJO,2026-02
"Cooperativa Mixta Esfuerzo, Gente y Trabajo, Limitada",Marzo,3,2026,491,203,0,0,694,MX ESFUERZO GENTE Y TRABAJO,2026-03
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Marzo,3,2019,801,1210,9,80,2100,MX FRATERNIDAD MUJERES,2019-03
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Junio,6,2019,270,412,4,77,763,MX FRATERNIDAD MUJERES,2019-06
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Septiembre,9,2019,865,1242,0,0,2107,MX FRATERNIDAD MUJERES,2019-09
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Diciembre,12,2019,849,1160,8,69,2086,MX FRATERNIDAD MUJERES,2019-12
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Marzo,3,2020,865,1242,75,9,2191,MX FRATERNIDAD MUJERES,2020-03
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Junio,6,2020,865,1242,9,75,2191,MX FRATERNIDAD MUJERES,2020-06
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Septiembre,9,2020,865,1242,9,75,2191,MX FRATERNIDAD MUJERES,2020-09
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Diciembre,12,2020,1242,865,75,9,2191,MX FRATERNIDAD MUJERES,2020-12
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Marzo,3,2021,1242,865,75,9,2191,MX FRATERNIDAD MUJERES,2021-03
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Junio,6,2021,,,,,0,MX FRATERNIDAD MUJERES,2021-06
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Marzo,3,2022,1242,865,75,9,2191,MX FRATERNIDAD MUJERES,2022-03
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Abril,4,2022,859,592,4,55,1510,MX FRATERNIDAD MUJERES,2022-04
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Mayo,5,2022,592,855,4,45,1496,MX FRATERNIDAD MUJERES,2022-05
"Cooperativa Mixta Fraternidad de Mujeres, Limitada (COMFRAMUL)",Junio,6,2022,599,862,4,44,1509,MX FRATERNIDAD MUJERES,2022-06
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Marzo,3,2019,740,333,0,0,1073,MX GILDAN HONTEX,2019-03
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Junio,6,2019,721,345,0,0,1066,MX GILDAN HONTEX,2019-06
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Septiembre,9,2019,735,328,0,0,1063,MX GILDAN HONTEX,2019-09
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Diciembre,12,2019,850,252,0,0,1102,MX GILDAN HONTEX,2019-12
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Marzo,3,2020,799,335,0,0,1134,MX GILDAN HONTEX,2020-03
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Junio,6,2020,799,335,0,0,1134,MX GILDAN HONTEX,2020-06
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Septiembre,9,2020,799,335,0,0,1134,MX GILDAN HONTEX,2020-09
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Diciembre,12,2020,335,799,0,0,1134,MX GILDAN HONTEX,2020-12
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Marzo,3,2021,335,799,0,0,1134,MX GILDAN HONTEX,2021-03
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Junio,6,2021,,,,,0,MX GILDAN HONTEX,2021-06
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Septiembre,9,2021,,,,,0,MX GILDAN HONTEX,2021-09
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Marzo,3,2022,212,60,0,0,272,MX GILDAN HONTEX,2022-03
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Abril,4,2022,131,28,0,0,159,MX GILDAN HONTEX,2022-04
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Mayo,5,2022,110,25,0,0,135,MX GILDAN HONTEX,2022-05
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Junio,6,2022,92,21,0,0,113,MX GILDAN HONTEX,2022-06
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Julio,7,2022,82,20,0,0,102,MX GILDAN HONTEX,2022-07
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Agosto,8,2022,70,16,0,0,86,MX GILDAN HONTEX,2022-08
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Septiembre,9,2022,58,15,0,0,73,MX GILDAN HONTEX,2022-09
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Octubre,10,2022,52,14,0,0,66,MX GILDAN HONTEX,2022-10
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Noviembre,11,2022,50,11,0,0,61,MX GILDAN HONTEX,2022-11
"Cooperativa Mixta de Empleados Gildan Hontex, Limitada",Diciembre,12,2022,46,11,0,0,57,MX GILDAN HONTEX,2022-12
