Nombre de Cooperativa,Name Mes,#Mes,Año,Afiliado Hombres,Afiliados Mujeres,Personas Jurídicas,Menores Ahorrantes,Total Afiliados ,Cooperativa,Cierre
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2019,7784,7710,29,762,16285,15 DE SEPTIEMBRE,2019-03
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Junio,6,2019,7702,7708,29,745,16184,15 DE SEPTIEMBRE,2019-06
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Septiembre,9,2019,6245,6566,26,646,13483,15 DE SEPTIEMBRE,2019-09
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Diciembre,12,2019,8193,7893,29,755,16870,15 DE SEPTIEMBRE,2019-12
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2020,6245,6566,646,26,13483,15 DE SEPTIEMBRE,2020-03
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Junio,6,2020,6016,6858,654,21,13549,15 DE SEPTIEMBRE,2020-06
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Septiembre,9,2020,5889,6750,586,21,13246,15 DE SEPTIEMBRE,2020-09
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Diciembre,12,2020,5920,6739,24,569,13252,15 DE SEPTIEMBRE,2020-12
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2021,5978,6825,23,552,13378,15 DE SEPTIEMBRE,2021-03
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Junio,6,2021,5893,6748,21,552,13214,15 DE SEPTIEMBRE,2021-06
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Septiembre,9,2021,5975,6844,20,545,13384,15 DE SEPTIEMBRE,2021-09
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2022,6057,6939,20,538,13554,15 DE SEPTIEMBRE,2022-03
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Abril,4,2022,6139,7008,21,534,13702,15 DE SEPTIEMBRE,2022-04
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Mayo,5,2022,6136,7036,22,517,13711,15 DE SEPTIEMBRE,2022-05
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Junio,6,2022,6122,6979,22,506,13629,15 DE SEPTIEMBRE,2022-06
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Julio,7,2022,6149,7002,22,487,13660,15 DE SEPTIEMBRE,2022-07
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Agosto,8,2022,6203,7037,22,481,13743,15 DE SEPTIEMBRE,2022-08
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Septiembre,9,2022,6247,7081,22,550,13900,15 DE SEPTIEMBRE,2022-09
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Octubre,10,2022,6228,7049,477,22,13776,15 DE SEPTIEMBRE,2022-10
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Noviembre,11,2022,6217,7061,22,474,13774,15 DE SEPTIEMBRE,2022-11
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Diciembre,12,2022,6208,7052,22,473,13755,15 DE SEPTIEMBRE,2022-12
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Enero,1,2023,6270,7068,22,468,13828,15 DE SEPTIEMBRE,2023-01
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Febrero ,2,2023,6270,7068,22,468,13828,15 DE SEPTIEMBRE,2023-02
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2023,6143,6992,23,464,13622,15 DE SEPTIEMBRE,2023-03
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Abril,4,2023,6190,7070,23,475,13758,15 DE SEPTIEMBRE,2023-04
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Mayo,5,2023,6241,7135,23,474,13873,15 DE SEPTIEMBRE,2023-05
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Junio,6,2023,6270,7164,23,457,13914,15 DE SEPTIEMBRE,2023-06
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Julio,7,2023,6296,7201,23,478,13998,15 DE SEPTIEMBRE,2023-07
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Agosto,8,2023,6363,7250,23,481,14117,15 DE SEPTIEMBRE,2023-08
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Septiembre,9,2023,6383,7269,23,483,14158,15 DE SEPTIEMBRE,2023-09
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Octubre,10,2023,6415,7301,24,485,14225,15 DE SEPTIEMBRE,2023-10
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Noviembre,11,2023,6468,7375,24,489,14356,15 DE SEPTIEMBRE,2023-11
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Diciembre,12,2023,6477,7414,24,489,14404,15 DE SEPTIEMBRE,2023-12
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Enero,1,2024,6545,7471,24,474,14514,15 DE SEPTIEMBRE,2024-01
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Febrero,2,2024,6583,7510,24,476,14593,15 DE SEPTIEMBRE,2024-02
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2024,6620,7535,24,472,14651,15 DE SEPTIEMBRE,2024-03
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Abril,4,2024,6670,7615,25,474,14784,15 DE SEPTIEMBRE,2024-04
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Mayo,5,2024,6779,7730,25,475,15009,15 DE SEPTIEMBRE,2024-05
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Junio,6,2024,6860,7755,25,472,15112,15 DE SEPTIEMBRE,2024-06
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Julio,7,2024,6912,7819,25,477,15233,15 DE SEPTIEMBRE,2024-07
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Agosto,8,2024,6949,7835,25,475,15284,15 DE SEPTIEMBRE,2024-08
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Septiembre,9,2024,6961,7861,26,477,15325,15 DE SEPTIEMBRE,2024-09
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Octubre ,10,2024,6935,7843,26,486,15290,15 DE SEPTIEMBRE,2024-10
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Noviembre,11,2024,6781,7654,25,483,14943,15 DE SEPTIEMBRE,2024-11
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Diciembre,12,2024,6761,7693,25,483,14962,15 DE SEPTIEMBRE,2024-12
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Enero,1,2025,6805,7751,25,482,15063,15 DE SEPTIEMBRE,2025-01
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Febrero,2,2025,6813,7769,25,478,15085,15 DE SEPTIEMBRE,2025-02
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2025,6853,7802,25,482,15162,15 DE SEPTIEMBRE,2025-03
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Abril,4,2025,6863,7818,25,483,15189,15 DE SEPTIEMBRE,2025-04
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Mayo,5,2025,6889,7827,26,479,15221,15 DE SEPTIEMBRE,2025-05
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Junio,5,2025,6870,7845,26,478,15219,15 DE SEPTIEMBRE,2025-05
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Julio,7,2025,6915,7879,26,479,15299,15 DE SEPTIEMBRE,2025-07
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Agosto,8,2025,6863,7818,25,483,15189,15 DE SEPTIEMBRE,2025-08
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Septiembre,9,2025,6845,7823,26,484,15178,15 DE SEPTIEMBRE,2025-09
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Octubre,10,2025,6844,7841,26,487,15198,15 DE SEPTIEMBRE,2025-10
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Noviembre,11,2025,6869,7851,27,489,15236,15 DE SEPTIEMBRE,2025-11
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Diciembre,12,2025,6869,7851,27,489,15236,15 DE SEPTIEMBRE,2025-12
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Enero,1,2026,6916,7916,27,498,15357,15 DE SEPTIEMBRE,2026-01
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Febrero,2,2026,6914,7914,26,522,15376,15 DE SEPTIEMBRE,2026-02
"Cooperativa de Ahorro y Crédito 15 de Septiembre, Limitada",Marzo,3,2026,6920,7936,27,534,15417,15 DE SEPTIEMBRE,2026-03
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Diciembre,12,2020,0,0,0,0,0,4 DE JUNIO,2020-12
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Marzo,3,2021,0,0,0,0,0,4 DE JUNIO,2021-03
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Junio,6,2021,,,,,0,4 DE JUNIO,2021-06
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Septiembre,9,2021,,,,,0,4 DE JUNIO,2021-09
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Marzo,3,2022,1265,3346,1,0,4612,4 DE JUNIO,2022-03
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Abril,4,2022,1265,3346,1,0,4612,4 DE JUNIO,2022-04
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Mayo,5,2022,1275,3348,1,0,4624,4 DE JUNIO,2022-05
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Junio,6,2022,1278,3359,1,0,4638,4 DE JUNIO,2022-06
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Julio,7,2022,1281,3362,1,0,4644,4 DE JUNIO,2022-07
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Agosto,8,2022,1281,3362,1,0,4644,4 DE JUNIO,2022-08
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Septiembre,9,2022,1281,3362,1,0,4644,4 DE JUNIO,2022-09
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Octubre,10,2022,1281,3362,1,0,4644,4 DE JUNIO,2022-10
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Noviembre,11,2022,1281,3362,1,0,4644,4 DE JUNIO,2022-11
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Diciembre,12,2022,1231,3335,1,0,4567,4 DE JUNIO,2022-12
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Enero,1,2023,1231,3335,1,0,4567,4 DE JUNIO,2023-01
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Febrero ,2,2023,1231,3335,1,0,4567,4 DE JUNIO,2023-02
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Marzo,3,2023,1228,3331,1,0,4560,4 DE JUNIO,2023-03
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Abril,4,2023,1224,3335,1,0,4560,4 DE JUNIO,2023-04
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Mayo,5,2023,1225,3304,0,1,4530,4 DE JUNIO,2023-05
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Junio,6,2023,1220,3295,1,0,4516,4 DE JUNIO,2023-06
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Julio,7,2023,1215,3281,1,0,4497,4 DE JUNIO,2023-07
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Agosto,8,2023,1219,3273,1,0,4493,4 DE JUNIO,2023-08
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Septiembre,9,2023,1227,3230,1,0,4458,4 DE JUNIO,2023-09
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Octubre,10,2023,1228,3235,1,0,4464,4 DE JUNIO,2023-10
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Noviembre,11,2023,1220,3195,1,0,4416,4 DE JUNIO,2023-11
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Diciembre,12,2023,1215,3170,1,0,4386,4 DE JUNIO,2023-12
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Enero,1,2024,1217,3173,1,0,4391,4 DE JUNIO,2024-01
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Febrero,2,2024,0,3121,1,1202,4324,4 DE JUNIO,2024-02
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Marzo,3,2024,1208,3135,1,0,4344,4 DE JUNIO,2024-03
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Abril,4,2024,1195,3097,1,0,4293,4 DE JUNIO,2024-04
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Mayo,5,2024,1199,3110,1,0,4310,4 DE JUNIO,2024-05
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Junio,6,2024,1187,3069,1,0,4257,4 DE JUNIO,2024-06
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Julio,7,2024,1184,3055,1,0,4240,4 DE JUNIO,2024-07
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Agosto,8,2024,1179,3034,1,0,4214,4 DE JUNIO,2024-08
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Septiembre,9,2024,1185,3044,1,0,4230,4 DE JUNIO,2024-09
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Octubre ,10,2024,1186,3044,1,0,4231,4 DE JUNIO,2024-10
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Noviembre,11,2024,1163,3002,1,0,4166,4 DE JUNIO,2024-11
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Diciembre,12,2024,1164,3005,0,1,4170,4 DE JUNIO,2024-12
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Enero,1,2025,1164,2994,1,0,4159,4 DE JUNIO,2025-01
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Febrero,2,2025,1164,2994,1,0,4159,4 DE JUNIO,2025-02
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Marzo,3,2025,1162,2999,1,0,4162,4 DE JUNIO,2025-03
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Abril,4,2025,1168,3032,1,0,4201,4 DE JUNIO,2025-04
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Mayo,5,2025,1164,3026,1,0,4191,4 DE JUNIO,2025-05
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Junio,5,2025,1158,3024,1,0,4183,4 DE JUNIO,2025-05
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Julio,7,2025,1158,3050,1,0,4209,4 DE JUNIO,2025-07
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Agosto,8,2025,1158,3050,1,0,4209,4 DE JUNIO,2025-08
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Septiembre,9,2025,1154,3045,1,0,4200,4 DE JUNIO,2025-09
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Octubre,10,2025,1140,2997,1,0,4138,4 DE JUNIO,2025-10
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Noviembre,11,2025,1137,4091,0,0,5228,4 DE JUNIO,2025-11
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Diciembre,12,2025,1135,2951,1,0,4087,4 DE JUNIO,2025-12
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Enero,1,2026,1136,2953,1,0,4090,4 DE JUNIO,2026-01
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Febrero,2,2026,1136,2953,1,0,4090,4 DE JUNIO,2026-02
"Cooperativa de Ahorro y Crédito 4 de Junio, Limitada",Marzo,3,2026,1132,2942,1,0,4075,4 DE JUNIO,2026-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2019,10726,11908,263,5816,28713,APAGUIZ,2019-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Junio,6,2019,10872,12137,5853,265,29127,APAGUIZ,2019-06
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Septiembre,9,2019,10963,12303,261,5939,29466,APAGUIZ,2019-09
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Diciembre,12,2019,10693,11775,269,5966,28703,APAGUIZ,2019-12
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2020,10963,12303,261,5939,29466,APAGUIZ,2020-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Junio,6,2020,11408,12883,5600,261,30152,APAGUIZ,2020-06
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Septiembre,9,2020,11517,13015,5620,260,30412,APAGUIZ,2020-09
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Diciembre,12,2020,11688,13156,262,5658,30764,APAGUIZ,2020-12
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2021,11986,13548,263,5733,31530,APAGUIZ,2021-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Junio,6,2021,12175,13811,250,5800,32036,APAGUIZ,2021-06
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Septiembre,9,2021,12518,14245,229,5861,32853,APAGUIZ,2021-09
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2022,12860,14679,207,5921,33667,APAGUIZ,2022-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Abril,4,2022,12952,14794,142,5931,33819,APAGUIZ,2022-04
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Mayo,5,2022,12952,14794,142,5931,33819,APAGUIZ,2022-05
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Junio,6,2022,13115,15021,143,5967,34246,APAGUIZ,2022-06
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Julio,7,2022,13181,15118,143,6003,34445,APAGUIZ,2022-07
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Agosto,8,2022,13251,15228,144,6041,34664,APAGUIZ,2022-08
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Septiembre,9,2022,13318,15344,145,6065,34872,APAGUIZ,2022-09
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Octubre,10,2022,13411,15483,145,6096,35135,APAGUIZ,2022-10
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Noviembre,11,2022,13500,15611,145,6135,35391,APAGUIZ,2022-11
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Diciembre,12,2022,13575,15765,144,6200,35684,APAGUIZ,2022-12
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Enero,1,2023,13670,15928,146,6231,35975,APAGUIZ,2023-01
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Febrero,2,2023,13670,15928,146,6231,35975,APAGUIZ,2023-02
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2023,13775,16300,144,6297,36516,APAGUIZ,2023-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Abril,4,2023,13829,16385,144,6308,36666,APAGUIZ,2023-04
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Mayo,5,2023,13908,16494,145,6314,36861,APAGUIZ,2023-05
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Junio,6,2023,13979,16586,145,6374,37084,APAGUIZ,2023-06
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Julio,7,2023,13732,16471,140,6319,36662,APAGUIZ,2023-07
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Agosto,8,2023,13786,16553,141,6351,36831,APAGUIZ,2023-08
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Septiembre,9,2023,13844,16624,141,6363,36972,APAGUIZ,2023-09
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Octubre,10,2023,13899,16682,141,6392,37114,APAGUIZ,2023-10
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Noviembre,11,2023,13925,16726,141,6422,37214,APAGUIZ,2023-11
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Diciembre,12,2023,14000,16828,141,6462,37431,APAGUIZ,2023-12
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Enero,1,2024,14114,16947,142,6503,37706,APAGUIZ,2024-01
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Febrero,2,2024,14175,17066,142,6522,37905,APAGUIZ,2024-02
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2024,14243,17174,142,6550,38109,APAGUIZ,2024-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Abril,4,2024,14293,17254,141,6569,38257,APAGUIZ,2024-04
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Mayo,5,2024,14336,17373,139,6585,38433,APAGUIZ,2024-05
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Junio,6,2024,14398,17481,139,6629,38647,APAGUIZ,2024-06
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Julio,7,2024,14438,17596,138,3644,35816,APAGUIZ,2024-07
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Agosto,8,2024,14469,17652,137,6677,38935,APAGUIZ,2024-08
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Septiembre,9,2024,14689,17689,138,6717,39233,APAGUIZ,2024-09
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Octubre,10,2024,14543,17736,137,6740,39156,APAGUIZ,2024-10
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Noviembre,11,2024,14570,17806,138,6759,39273,APAGUIZ,2024-11
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Diciembre,12,2024,14647,17856,138,6781,39422,APAGUIZ,2024-12
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Enero,1,2025,14774,18016,138,6841,39769,APAGUIZ,2025-01
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Febrero,2,2025,14869,18115,139,6847,39970,APAGUIZ,2025-02
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2025,14901,18279,138,6876,40194,APAGUIZ,2025-03
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Abril,4,2025,14901,18279,138,6876,40194,APAGUIZ,2025-04
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Mayo,5,2025,15005,18454,137,6888,40484,APAGUIZ,2025-05
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Junio,5,2025,15050,18568,137,6888,40643,APAGUIZ,2025-05
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Julio,7,2025,15103,18642,138,6897,40780,APAGUIZ,2025-07
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Agosto,8,2025,15128,18718,138,6920,40904,APAGUIZ,2025-08
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Septiembre,9,2025,15173,18792,137,6948,41050,APAGUIZ,2025-09
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Octubre,10,2025,15218,18862,137,6968,41185,APAGUIZ,2025-10
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Noviembre,11,2025,15218,18862,137,6968,41185,APAGUIZ,2025-11
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Diciembre,12,2025,15308,18953,138,6983,41382,APAGUIZ,2025-12
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Enero,1,2026,15412,19068,139,7011,41630,APAGUIZ,2026-01
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Febrero,2,2026,15502,19159,139,7046,41846,APAGUIZ,2026-02
"Cooperativa de Ahorro y Crédito Apaguiz, Limitada",Marzo,3,2026,15607,19247,140,7074,42068,APAGUIZ,2026-03
"Cooperativa de Ahorro y Crédito Arsenault, Limitada",Marzo,3,2026,5050,6283,18,706,12057,ARSENAULT,2026-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Marzo,3,2019,3024,4196,23,737,7980,ARSENAULT,2019-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Junio,6,2019,3091,4245,23,746,8105,ARSENAULT,2019-06
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Septiembre,9,2019,2852,3996,22,560,7430,ARSENAULT,2019-09
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Diciembre,12,2019,2843,4025,21,714,7603,ARSENAULT,2019-12
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Marzo,3,2020,3093,4180,26,581,7880,ARSENAULT,2020-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Junio,6,2020,3121,4249,583,25,7978,ARSENAULT,2020-06
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Septiembre,9,2020,3190,4303,585,25,8103,ARSENAULT,2020-09
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Diciembre,12,2020,3296,4389,25,593,8303,ARSENAULT,2020-12
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Marzo,3,2021,3421,4482,26,598,8527,ARSENAULT,2021-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Junio,6,2021,3544,4648,25,594,8811,ARSENAULT,2021-06
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Septiembre,9,2021,3661,4775,25,610,9071,ARSENAULT,2021-09
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Marzo,3,2022,3777,4901,26,625,9329,ARSENAULT,2022-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Abril,4,2022,3805,4937,26,632,9400,ARSENAULT,2022-04
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Mayo,5,2022,3873,5018,26,639,9556,ARSENAULT,2022-05
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Junio,6,2022,3910,5072,25,653,9660,ARSENAULT,2022-06
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Julio,7,2022,3962,5101,25,659,9747,ARSENAULT,2022-07
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Agosto,8,2022,4041,5168,25,662,9896,ARSENAULT,2022-08
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Septiembre,9,2022,4084,5195,25,667,9971,ARSENAULT,2022-09
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Octubre,10,2022,4101,5218,25,679,10023,ARSENAULT,2022-10
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Noviembre,11,2022,4118,5229,24,682,10053,ARSENAULT,2022-11
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Diciembre,12,2022,4153,5253,24,682,10112,ARSENAULT,2022-12
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Enero,1,2023,4194,5280,24,685,10183,ARSENAULT,2023-01
