COOPERATIVA,MES#,AÑO,ACTIVOS TOTALES,ACTIVOS NETOS,DISPONIBILIDADES,Depositos BCH hn,Depositos Bancos hn,INVERSIONES,Inversiones hn,Inversiones FEC hn,PRESTAMOS,Vigentes hn,Atrasados hn,Vencidos hn,Demanda Judicial hn,CUENTAS X COBRAR,ACTIVOS EVENTUALES,"PROPIEDAD, PLANTA, EQUIPO",CARGOS DIFERIDOS,ACTIVOS DE INVERSION,ACTIVOS INTANGIBLES,PASIVOS TOTALES,EXIGIBILIDADES INMEDIATAS,EXIGIBILIDADES X DEPOSITOS,Depositos Ahorro hn,DPF hn,OTRAS EXIGIBILIDADES,OBLIGACIONES BANCARIAS,CREDITOS DIFERIDOS,PROVISIONES DE VALUACION,PROVISIONES EVENTUALES,PATRIMONIO,PATRIMONIO PRIMARIO,Aportaciones,Reserva,PATRIMONIO COMPLEMENTARIO,PROPIEDAD PLANTA EQUIPO
EMPLEADOS PODER JUDICIAL,6,2025,361680907,355904650,23309179,0,23214179,10936985,5337851,5599134,317478007,313315792,4048662,113552,0,1873512,0,6393158,28010,0,1662056,112407398,1997268,54186962,25285712,28901250,0,9362920,0,5776257,41083988,249273509,201946546,182873550,19072995,47326963,
EMPLEADOS PODER JUDICIAL,7,2025,369297217,363476469,30537329,0,30442329,10936991,5337857,5599134,318049504,312447411,5480736,121356,0,1695399,0,6393158,22780,0,1662056,115744172,2752081,57110730,27487769,29622961,0,8987759,0,5820748,41072853,253553046,203687770,184614775,19072995,49865275,
EMPLEADOS PODER JUDICIAL,8,2025,375473943,369604578,33035387,0,32940387,11004561,5405427,5599134,321458624,317212727,4127701,118196,0,1809085,0,6492400,11830,0,1662056,117996625,3496824,59056863,29022245,30034618,0,8600106,0,5869365,40973464,257477319,204705665,185632670,19072995,52771653,
EMPLEADOS PODER JUDICIAL,9,2025,379442469,373488229,29230535,0,29127535,11004567,5405433,5599134,328240784,321478857,6677789,84137,0,1902520,0,7371357,30650,0,1662056,118273213,2462663,60859232,30693786,30165445,0,8196857,0,5954240,40800220,261169258,206054885,186981890,19072995,55114372,
EMPLEADOS PODER JUDICIAL,10,2025,383526359,377488573,30691494,0,30596494,11004574,5405440,5599134,330020288,325240266,4699171,80849,0,2117457,0,7541346,21360,0,2129840,119668229,3219450,62272672,32506763,29765908,0,7809564,0,6037786,40328755,263858132,206307151,187234155,19072995,57550980,
EMPLEADOS PODER JUDICIAL,11,2025,394481746,386860175,34929445,0,34834445,11004580,5405446,5599134,332398783,326110677,6206740,81365,0,1962962,0,12042586,13550,0,2129840,128225851,4290105,63959129,33963924,29995205,0,12253929,0,7621571,40101114,266255898,207637487,188564492,19072995,58618411,
EMPLEADOS PODER JUDICIAL,12,2025,377899599,369916574,20467347,0,20467347,11106500,5507366,5599134,329973990,325157703,4739994,76292,0,1719878,0,11954505,40070,0,2637309,121207490,4391242,49994410,19434335,30560074,0,11712209,0,7983025,47126601,256692111,211737144,190287859,21449285,44954966,
EMPLEADOS PODER JUDICIAL,1,2026,406340520,398273709,46402552,0,46307552,11106507,5507373,5599134,332331878,326915623,5340085,76169,0,1843619,0,11988505,30150,0,2637309,154458908,14155524,51060584,19945877,31114707,0,34158612,0,8066811,47017375,251881614,213334497,191885212,21449285,38547116,
EMPLEADOS PODER JUDICIAL,2,2026,415317250,407166581,48972122,0,48877122,11106513,5507379,5599134,336588950,331203236,5265387,120326,0,2080076,0,13911320,20960,0,2637309,159649569,14996610,56534758,21791122,34743635,0,33152510,0,8150669,46815020,255667684,214748924,193299639,21449285,40918760,
EMPLEADOS PODER JUDICIAL,3,2026,418245138,410010597,28180243,,,28112229,,,341464911,,,,,2162898,0,,11340,0,2842001,158250293,11236987,60195645,23572357,36623287,0,32193465,0,8234540,46389654,259994845,217581986,196132701,21449285,42412858,15471514
EMPLEADOS UNAH,1,2019,150500837,150500837,20937913,0,20934913,10100000,7100000,3000000,119462924,106113988,1560342,11788593,0,0,0,0,0,0,0,0,0,0,4695070,35359322,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,2,2019,154394865,154394865,19977475,0,19974475,10100000,7100000,3000000,124317390,110004735,2375285,11937369,0,0,0,0,0,0,0,0,0,0,7353152,35247322,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,3,2019,153106941,153106941,12949496,0,12946496,10100000,7100000,3000000,130057445,122643576,2945166,4468703,0,0,0,0,0,0,0,0,0,0,9425363,35247322,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,4,2019,161971133,161971133,13251012,0,13248012,10100000,7100000,3000000,138620121,132034173,2428860,4157087,0,0,0,0,0,0,0,0,0,0,11190677,35627663,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,7,2019,169888807,169888807,18783381,0,18780381,10100000,7100000,3000000,141005426,141005426,0,0,0,0,0,0,0,0,0,0,0,0,17961958,34233908,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,8,2019,173722107,173722107,16338412,0,16335412,10100000,7100000,3000000,147283695,147283695,0,0,0,0,0,0,0,0,0,0,0,0,19809612,34233908,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,9,2019,176895496,176895496,16382026,0,16379026,10100000,7100000,3000000,150413470,150413470,0,0,0,0,0,0,0,0,0,0,0,0,21599713,34233908,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,10,2019,175072460,175072460,16104466,0,16101466,10100000,7100000,3000000,148867994,148867994,0,0,0,0,0,0,0,0,0,0,0,0,23794282,33271508,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,11,2019,178136061,178136061,26213395,0,26210395,10499600,7499600,3000000,141423066,141423066,0,0,0,0,0,0,0,0,0,0,0,0,26011907,33071508,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,1,2020,159514068,159514068,23162210,0,23159210,10499600,7499600,3000000,125852258,125852258,0,0,0,0,0,0,0,0,0,0,0,0,32874425,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,2,2020,163438966,163438966,19404046,0,19401046,12624874,9624874,3000000,131410046,131410046,0,0,0,0,0,0,0,0,0,0,0,0,34377007,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,3,2020,166528164,166528164,24227347,0,24224347,12624874,9624874,3000000,129675943,129675943,0,0,0,0,0,0,0,0,0,0,0,0,35940856,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,4,2020,170542742,170542742,31499385,0,31560805,12624874,9624874,3000000,126418483,126418483,0,0,0,0,0,0,0,0,0,0,0,0,37716212,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,6,2020,170542742,170542742,31499385,0,31560805,12624874,9624874,3000000,126418483,126418483,0,0,0,0,0,0,0,0,0,0,0,0,37716212,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,10,2020,171795686,171795686,40541843,0,40538843,14100000,11100000,3000000,117153843,117153843,0,0,0,0,0,0,0,0,0,0,0,0,33204267,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,12,2020,173576960,173576960,39266692,0,39263692,14100000,11100000,3000000,120210268,120210268,0,0,0,0,0,0,0,0,0,0,0,0,32172932,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,1,2021,178631292,178631292,44076618,0,44073618,14100000,11100000,3000000,120454674,101656618,5940122,12857934,0,0,0,0,0,0,0,0,0,0,32564829,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,5,2021,190753011,190753011,34756761,0,34753761,14100000,11100000,3000000,141896250,124302632,5774187,11819430,0,0,0,0,0,0,0,0,0,0,38770970,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,7,2021,190243772,190243772,26321800,0,26318800,14311718,11311718,3000000,149610254,133585583,5691116,10333554,0,0,0,0,0,0,0,0,0,0,40584265,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,4,2022,183136158,183136158,19162090,0,19159090,3100000,100000,3000000,160874068,149911392,4533067,6429608,0,0,0,0,0,0,0,0,0,0,32321319,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,5,2022,186955596,186955596,11970069,0,11967069,3100000,100000,3000000,171885527,160187516,5597816,6100195,0,0,0,0,0,0,0,0,0,0,34526826,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,6,2022,190338719,190338719,22956638,0,22953638,3100000,100000,3000000,164282081,152861930,5229499,6190651,0,0,0,0,0,0,0,0,0,0,36341183,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,7,2022,194204354,194204354,19159638,0,19149638,3100000,100000,3000000,171944716,161250132,4962794,5731790,0,0,0,0,0,0,0,0,0,0,38087425,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,8,2022,197028152,197028152,15406877,0,15396877,3100000,100000,3000000,178521275,168291788,4657623,5571862,0,0,0,0,0,0,0,0,0,0,39751746,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,9,2022,198101121,198101121,12759120,0,12749120,3100000,100000,3000000,182242001,171426572,5889696,4925732,0,0,0,0,0,0,0,0,0,0,41398560,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,10,2022,203194985,203194985,17990456,0,17980456,3100000,100000,3000000,182104529,171843711,5538852,4721965,0,0,0,0,0,0,0,0,0,0,43124713,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,11,2022,215817955,215817955,39035198,0,39025198,3100000,100000,3000000,173682757,163545654,5691351,4445751,0,0,0,0,0,0,0,0,0,0,44783701,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,12,2022,215817955,215817955,39035198,0,39025198,3100000,100000,3000000,173682757,163545654,5691351,4445751,0,0,0,0,0,0,0,0,0,0,44783701,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,1,2023,196388981,196388981,29085523,0,29075523,3100000,100000,3000000,164203458,153555633,6111426,4536398,0,0,0,0,0,0,0,0,0,0,32073438,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,2,2023,201830356,201830356,24078856,0,24068856,3100000,100000,3000000,174651500,163246130,6844868,4560501,0,0,0,0,0,0,0,0,0,0,33858261,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,3,2023,208129389,208129389,20071895,0,20061895,3100000,100000,3000000,184957494,173580486,7114505,4262502,0,0,0,0,0,0,0,0,0,0,31626430,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,4,2023,191182435,191182435,5375756,0,5365756,3100000,100000,3000000,182706679,171487221,7627711,3591746,0,0,0,0,0,0,0,0,0,0,34227515,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,5,2023,195737015,195737015,6825647,0,6815647,3100000,100000,3000000,185811368,173654917,8547873,3608578,0,0,0,0,0,0,0,0,0,0,36155196,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,6,2023,199260951,199260951,19060893,0,19050893,3100000,100000,3000000,177100058,164462723,8778919,3858415,0,0,0,0,0,0,0,0,0,0,38266591,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,7,2023,201938305,201938305,19419936,0,19409936,3100000,100000,3000000,179418369,166258783,9314525,3845060,0,0,0,0,0,0,0,0,0,0,39032465,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,8,2023,206389325,206389325,13819616,0,13809616,3100000,100000,3000000,189469709,178237051,7652873,3579784,0,0,0,0,0,0,0,0,0,0,40814376,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,9,2023,209769098,209769098,14180602,0,14170602,3100000,100000,3000000,192488496,181899549,7143664,3445282,0,0,0,0,0,0,0,0,0,0,42492377,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,10,2023,213719245,213719245,18468493,0,18458493,3100000,100000,3000000,192150752,181889764,7036305,3224682,0,0,0,0,0,0,0,0,0,0,44353308,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,11,2023,217674399,217674399,26222633,0,26212633,3100000,100000,3000000,188351766,177893846,7053630,3404289,0,0,0,0,0,0,0,0,0,0,46499969,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,12,2023,198331336,198331336,39088164,0,39078164,3100000,100000,3000000,156143172,145592135,6890872,3660164,0,0,0,0,0,0,0,0,0,0,26218324,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,1,2024,201996128,201996128,32557966,0,32547966,3100000,100000,3000000,166338162,154765145,7743600,3829415,0,0,0,0,0,0,0,0,0,0,27741404,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,2,2024,205184128,205184128,24408008,0,24398008,3100000,100000,3000000,177676120,165769735,8103918,3802466,0,0,0,0,0,0,0,0,0,0,28712355,0,0,0,0,0,0,0,0,0,0,0,
EMPLEADOS UNAH,3,2024,225725816,209042108,9501041,0,9491041,3100000,100000,3000000,184763440,172404428,8511304,3847706,0,13577864,0,12971387,9265,0,1802819,83501957,21653906,30887601,30887601,0,0,0,1542476,16683708,12734264,142223860,107030801,97618793,9412007,35193059,
EMPLEADOS UNAH,4,2024,227826238,211103751,8274966,0,8264966,3100000,100000,3000000,188097545,175602520,8751896,3743127,0,13563468,0,12974585,12855,0,1802819,83608813,20304169,32951393,32951393,0,0,0,892428,16722487,12738334,144217425,107679859,98267852,9412007,36537565,
EMPLEADOS UNAH,5,2024,232135035,215372413,7656758,0,7646758,3100000,100000,3000000,192056622,178202863,10114743,3739015,0,14373759,0,13141222,3855,0,1802819,85164911,20044019,34121867,34121867,0,0,0,1509528,16762622,12726874,146970125,108403679,98991671,9412007,38566446,
EMPLEADOS UNAH,6,2024,236440181,219638490,9384554,0,9374554,3100000,100000,3000000,177090831,162825666,10304112,3961051,0,31853184,0,13203098,5695,0,1802819,88288128,20820967,36474935,36474935,0,0,0,1466379,16801691,12724154,148152055,109275093,99863086,9412007,38876961,
EMPLEADOS UNAH,7,2024,238677946,221832189,19594912,0,19584912,3100000,100000,3000000,188902786,174258228,10550995,4093562,0,11878430,0,13383214,15785,0,1802819,86170210,17757970,38654854,38654854,0,0,0,164086,16845757,12747539,152507737,127256854,104705077,22551776,25250883,
EMPLEADOS UNAH,8,2024,243996907,227230110,14889100,0,14879100,3100000,100000,3000000,198304203,184072322,10073973,4157908,0,12637376,0,13248164,15245,0,1802819,0,18363592,40857485,40857485,0,0,0,1756201,16766797,12661623,153591208,127453939,104902162,22551776,26137269,
EMPLEADOS UNAH,9,2024,246399759,229592492,12628528,0,12618528,3100000,100000,3000000,201967893,186861159,10836800,4269934,0,13610548,0,13248164,18035,0,1826591,92675523,19027678,42825973,42825973,0,0,0,1322405,16807267,12692198,153724237,127025811,104474034,22551776,26698426,
EMPLEADOS UNAH,10,2024,250960727,234111682,16661758,0,16651758,3100000,100000,3000000,201740192,185550359,11842452,4347380,0,14275707,0,13248164,108315,0,1826591,95623993,19601874,45036615,45036615,0,0,0,1449424,16849045,12687033,155336735,127838112,105286336,22551776,27498623,
EMPLEADOS UNAH,11,2024,254966078,238076556,21743361,0,21733361,3100000,100000,3000000,200109771,183684202,12002500,4423068,0,14898246,0,13268484,19625,0,1826591,98739084,20262855,47223237,47223237,0,0,0,1820951,16889522,12542518,156226996,128133976,105582200,22551776,28093019,
EMPLEADOS UNAH,12,2024,234710471,217285662,31483471,0,31473471,3100000,100000,3000000,170567678,153961589,11875592,4730496,0,14438727,0,13271129,22875,0,1826591,76205731,19246774,24022272,24022272,0,0,0,2644010,17424809,12867865,158504740,130050214,106509265,23540948,28454526,
EMPLEADOS UNAH,1,2025,236108819,218644295,26115486,0,26105486,3100000,100000,3000000,179020010,162825010,11417632,4777367,0,12689141,0,13344686,12905,0,1826591,86631798,29004132,25276170,25276170,0,0,0,2011596,17464524,12875375,149477022,130505633,106964684,23540948,18971388,
EMPLEADOS UNAH,2,2025,240735205,223232085,16517826,0,16507826,3100000,100000,3000000,192405325,177494448,9995798,4915078,0,13434956,0,13415612,34895,0,1826591,89524184,29706069,27993768,27993768,0,0,0,1599171,17503120,12722055,151211023,131335875,107794926,23540948,19875148,
EMPLEADOS UNAH,3,2025,244890694,227370443,9004796,0,8994796,3100000,100000,3000000,203770005,188973903,9642429,5153672,0,13717248,0,13449529,22525,0,1826591,91893315,29212373,30329681,30329681,0,0,0,2113517,17520251,12717490,152997380,132221293,108680344,23540948,20776087,
EMPLEADOS UNAH,4,2025,235262931,217702969,11771775,0,11761775,3100000,100000,3000000,201451153,185917322,10317268,5216562,0,3629463,0,13465054,18895,0,1826591,80837321,17584307,31812089,31812089,0,0,0,1151920,17559962,12729040,154425611,133032766,109491818,23540948,21392844,
EMPLEADOS UNAH,5,2025,242185759,224584762,2477717,0,2467717,3100000,100000,3000000,206602661,191592100,9771865,5238694,0,14702601,0,13465054,11135,0,1826591,85203996,18119799,34034092,34034092,0,0,0,2710812,17600997,12738295,156981763,134328158,110787209,23540948,22653604,
EMPLEADOS UNAH,6,2025,245029654,227388614,15094213,0,15084213,5400000,100000,5300000,194985884,179861255,9621593,5503035,0,14107152,0,13478944,136870,0,1826591,87051938,18653700,36263647,36263647,0,0,0,1706265,17641040,12787286,157977717,134971908,111430959,23540948,23005808,
EMPLEADOS UNAH,7,2025,249461538,231761956,6979618,0,6969618,5400000,100000,5300000,207771884,194037147,8281110,5453625,0,13994216,0,13478944,10285,0,1826591,89921930,19518640,37925728,37925728,0,0,0,1988673,17699582,12789306,159539609,135596044,112055095,23540948,23943564,
EMPLEADOS UNAH,8,2025,255268898,237525399,3925786,0,3915786,5400000,100000,5300000,215793342,202495512,7917634,5380195,0,14820280,0,13478944,23955,0,1826591,92958864,20133547,40301111,40301111,0,0,0,1950425,17743499,12830281,162310034,137122650,113581701,23540948,25187384,
EMPLEADOS UNAH,9,2025,260454978,242674646,3944169,0,3934169,5400000,100000,5300000,221094732,207312699,8395913,5386119,0,14695037,0,13478944,15505,0,1826591,95897599,20621159,42246222,42246222,0,0,0,2379289,17780332,12870596,164557380,138242295,114701346,23540948,26315084,
EMPLEADOS UNAH,10,2025,264781928,246952005,8184753,0,8174753,5400000,100000,5300000,220393682,206932134,7989716,5471831,0,15486986,0,13479921,9995,0,1826591,97632225,21194126,44375433,44375433,0,0,0,1597139,17829923,12635603,167149704,139586341,116045392,23540948,27563362,
EMPLEADOS UNAH,11,2025,269238979,251369150,18137750,0,18127750,5400000,100000,5300000,214014936,200611107,8060036,5343792,0,16304820,0,13522377,32505,0,1826591,100800375,21720224,46601149,46601149,0,0,0,1952964,17869829,12656207,168438605,139799942,116258993,23540948,28638662,
EMPLEADOS UNAH,12,2025,246804015,228882990,44326613,0,44316613,5400000,100000,5300000,179604673,166785528,7123209,5695936,0,2098486,0,13522377,25275,0,1826591,78471994,23239533,23084381,23084381,0,0,0,1299981,17921025,12927072,168332022,139881329,116340380,23540948,28450692,
EMPLEADOS UNAH,1,2026,250561577,232103009,17180331,0,17170331,15250000,11100000,4150000,189502547,176013630,7695877,5793039,0,13251871,0,13539737,39235,0,1797856,88812173,31042535,24832657,24832657,0,0,0,1268748,18458568,13209663,161749405,142327938,117798200,24529738,19421466,
EMPLEADOS UNAH,2,2026,256785732,238285351,10235161,0,10225161,16250000,12100000,4150000,200907278,187491096,7781196,5634985,0,14039988,0,13555839,28345,0,1769121,93472282,31885078,26815496,26815496,0,0,0,3141521,18500381,13129804,163313451,143311024,118781285,24529738,20002427,
EMPLEADOS UNAH,3,2026,246469288,227930110,4945351,,,5250000,,,206647272,,,,,14299892,0,,19565,0,1742368,82064991,19279938,28146793,28146793,0,0,0,3187587,18539177,12911494,164404296,144006139,119476401,24529738,20398157,13564839
ESFUERZO LANGÜEÑO,1,2019,107460795,107460795,4848690,0,4425208,54764929,44764929,10000000,47847176,28137490,12961445,6748241,0,0,0,0,0,0,0,0,0,0,54028911,10095923,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,2,2019,107692837,107692837,5079359,0,4635757,54764929,44764929,10000000,47848549,28112755,13044683,6691111,0,0,0,0,0,0,0,0,0,0,53762244,10577923,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,3,2019,107620313,107620313,5902103,0,5559578,54764929,44764929,10000000,46953281,26837741,13582835,6532705,0,0,0,0,0,0,0,0,0,0,53889071,10196123,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,4,2019,107816112,107816112,6255266,0,6041856,54564929,44564929,10000000,46995917,26690365,13821509,6484043,0,0,0,0,0,0,0,0,0,0,54167805,9796123,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,5,2019,115654510,115654510,7015853,0,6117853,54993148,44993148,10000000,53645509,37524900,14304692,1815917,0,0,0,0,0,0,0,0,0,0,57590196,9180286,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,6,2019,107840659,107840659,6388560,0,6110774,54564929,44564929,10000000,46887170,26630526,14276672,5979972,0,0,0,0,0,0,0,0,0,0,53696983,9656656,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,7,2019,109864313,109864313,9945226,0,9618823,54564929,44564929,10000000,45354158,27385554,12184370,5784234,0,0,0,0,0,0,0,0,0,0,55358444,9704489,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,8,2019,110335676,110335676,9020402,0,8666824,54636982,44636982,10000000,46678292,28358878,12564159,5755255,0,0,0,0,0,0,0,0,0,0,55389025,9717439,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,9,2019,111313939,111313939,9525474,0,9164011,54636982,44636982,10000000,47151483,27973330,13647303,5530850,0,0,0,0,0,0,0,0,0,0,55862288,9717439,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,10,2019,111091944,111091944,10212970,0,9970974,54636982,44636982,10000000,46241992,27705088,13015158,5521746,0,0,0,0,0,0,0,0,0,0,55647990,9417439,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,11,2019,112183332,112183332,9849423,0,9632786,54640570,44640570,10000000,47693339,30631973,11553710,5507656,0,0,0,0,0,0,0,0,0,0,56293437,9417439,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,12,2019,113057284,113057284,10144275,0,9792184,54793148,44793148,10000000,48119861,32457237,10192657,5469967,0,0,0,0,0,0,0,0,0,0,57262850,8815022,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,1,2020,114892760,114892760,9503236,0,9137457,54793148,44793148,10000000,50596376,36946726,12108522,1541128,0,0,0,0,0,0,0,0,0,0,58056491,9108219,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,2,2020,115089298,115089298,6520009,0,6282525,55193148,45193148,10000000,53376141,39589279,12295165,1491697,0,0,0,0,0,0,0,0,0,0,57855143,8721219,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,3,2020,114142952,114142952,4733649,0,4243770,55193148,45193148,10000000,54216155,38635249,13992765,1588141,0,0,0,0,0,0,0,0,0,0,56675683,8840586,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,4,2020,114775442,114775442,5967107,0,5042481,54993148,44993148,10000000,53815187,38762014,13238426,1814747,0,0,0,0,0,0,0,0,0,0,56993489,8958586,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,5,2020,115654510,115654510,7015853,0,6117853,54993148,44993148,10000000,53645509,37524900,14304692,1815917,0,0,0,0,0,0,0,0,0,0,57590196,9180286,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,6,2020,116428218,116428218,8468200,0,7974188,54993148,44993148,10000000,52966870,32344105,18697207,1925558,0,0,0,0,0,0,0,0,0,0,58693529,8721568,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,8,2020,120755267,120755267,12779422,0,12406609,54993148,44993148,10000000,52982697,33437194,17443006,2102497,0,0,0,0,0,0,0,0,0,0,62222855,9035268,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,9,2020,123627300,123627300,15452086,0,15142574,55113148,45113148,10000000,53062066,35783734,15193411,2084921,0,0,0,0,0,0,0,0,0,0,64472699,9035268,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,10,2020,125374053,125374053,11801077,0,11433624,60113148,50113148,10000000,53459828,37058798,14267662,2133368,0,0,0,0,0,0,0,0,0,0,65353684,9335268,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,11,2020,127309029,127309029,14056710,0,13521351,60113148,50113148,10000000,53139171,37518704,13427672,2192795,0,0,0,0,0,0,0,0,0,0,67030654,9335268,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,2,2021,130962041,130962041,19494579,0,19091975,60159956,50159956,10000000,51307506,36881073,11966035,2460398,0,0,0,0,0,0,0,0,0,0,70065023,9455068,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,3,2021,131913177,131913177,21127951,0,20747716,60159956,50159956,10000000,50625270,36330935,11835441,2458894,0,0,0,0,0,0,0,0,0,0,70610543,9890602,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,4,2021,133128531,133128531,23108615,0,22549098,60159956,50159956,10000000,49859960,34261441,13197384,2401135,0,0,0,0,0,0,0,0,0,0,71834705,9690602,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,5,2021,135015826,135015826,24805944,0,24486767,59959956,49959956,10000000,50249926,34527242,13349290,2373394,0,0,0,0,0,0,0,0,0,0,73168039,9860469,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,6,2021,138137064,138137064,28560718,0,28000650,59959956,49959956,10000000,49616390,35495605,11745274,2375511,0,0,0,0,0,0,0,0,0,0,75761776,9905469,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,7,2021,139976083,139976083,29886992,0,29265894,59959956,49959956,10000000,50129135,35432900,12288344,2407891,0,0,0,0,0,0,0,0,0,0,77377109,10107969,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,8,2021,140572469,140572469,30191119,0,29808471,59959956,49959956,10000000,50421394,34168259,13858978,2394157,0,0,0,0,0,0,0,0,0,0,77889395,9975086,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,9,2021,142407158,142407158,32091859,0,31647204,59959956,49959956,10000000,50355343,34213830,13707873,2433640,0,0,0,0,0,0,0,0,0,0,79064358,10475086,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,10,2021,144153207,144153207,34028927,0,33798518,59959956,49959956,10000000,50164324,32984678,14708826,2470820,0,0,0,0,0,0,0,0,0,0,80655667,10475086,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,11,2021,142110936,142110936,30827323,0,30134816,59959956,49959956,10000000,51323657,34088487,14932347,2302823,0,0,0,0,0,0,0,0,0,0,78901353,9915086,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,12,2021,142657377,142657377,32027847,0,31524116,60087503,50087503,10000000,50542027,33716622,14471112,2354293,0,0,0,0,0,0,0,0,0,0,79219061,9923836,0,0,0,0,0,0,0,0,0,0,
ESFUERZO LANGÜEÑO,1,2022,144741025,144741025,34546955,0,34229718,60087503,50087503,10000000,50106567,33174605,14464899,2467063,0,0,0,0,0,0,0,0,0,0,80390629,10655219,0,0,0,0,0,0,0,0,0,0,
