COOPERATIVA,MES#,AÑO,ACTIVOS TOTALES,ACTIVOS NETOS,DISPONIBILIDADES,Depositos BCH hn,Depositos Bancos hn,INVERSIONES,Inversiones hn,Inversiones FEC hn,PRESTAMOS,Vigentes hn,Atrasados hn,Vencidos hn,Demanda Judicial hn,CUENTAS X COBRAR,ACTIVOS EVENTUALES,"PROPIEDAD, PLANTA, EQUIPO",CARGOS DIFERIDOS,ACTIVOS DE INVERSION,ACTIVOS INTANGIBLES,PASIVOS TOTALES,EXIGIBILIDADES INMEDIATAS,EXIGIBILIDADES X DEPOSITOS,Depositos Ahorro hn,DPF hn,OTRAS EXIGIBILIDADES,OBLIGACIONES BANCARIAS,CREDITOS DIFERIDOS,PROVISIONES DE VALUACION,PROVISIONES EVENTUALES,PATRIMONIO,PATRIMONIO PRIMARIO,Aportaciones,Reserva,PATRIMONIO COMPLEMENTARIO,PROPIEDAD PLANTA EQUIPO
15 DE SEPTIEMBRE,1,2019,381005675,381005675,17376044,0,16395765,36625008,25223008,11402000,327004623,229128446,78476184,17058633,2341358,0,0,0,0,0,0,0,0,0,65790980,26049384,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,2,2019,382142374,382142374,14672164,0,13862832,38625040,27223040,11402000,328845170,215975276,93384763,17143772,2341358,0,0,0,0,0,0,0,0,0,66165811,27052384,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,3,2019,381059613,381059613,13218654,0,12148474,38741115,27339115,11402000,329099844,216019617,93277443,17461425,2341358,0,0,0,0,0,0,0,0,0,63983223,26947384,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,4,2019,379914796,379914796,12293571,0,11076957,38771148,27369148,11402000,328850077,211511090,99042017,15955611,2341358,0,0,0,0,0,0,0,0,0,64569365,27692384,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,5,2019,404691625,404691625,14447217,0,13243873,36224214,23024214,13200000,354020194,331022314,16232799,5180080,1584999,0,0,0,0,0,0,0,0,0,78175426,36716559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,7,2019,386076277,386076277,15959182,0,14781293,39019750,26869750,12150000,331097345,301807547,20748248,6317278,2224271,0,0,0,0,0,0,0,0,0,67901920,28468359,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,8,2019,385945995,385945995,12708607,0,11281907,39019812,26869812,12150000,334217576,303165277,23402959,3940424,3708915,0,0,0,0,0,0,0,0,0,68687616,28596359,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,9,2019,388085792,388085792,9773055,0,8829236,36019908,23869908,12150000,342292829,309920078,24646574,4021563,3704613,0,0,0,0,0,0,0,0,0,70643947,28171359,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,10,2019,386801081,386801081,10268294,0,8909977,33269970,20869970,12400000,343262817,309582863,27150537,3182878,3346538,0,0,0,0,0,0,0,0,0,69649690,28758859,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,11,2019,396240820,396240820,7542958,0,6684491,33270030,20870030,12400000,355427832,322932175,26027091,3122027,3346538,0,0,0,0,0,0,0,0,0,69275377,28988859,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,12,2019,395812717,395812717,9300596,0,7936181,29328034,16928034,12400000,357184087,328413799,22819158,4138023,1813106,0,0,0,0,0,0,0,0,0,70866974,29868859,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,1,2020,650268208,650268208,173595712,0,137359443,169636354,104692178,61000000,307036142,269505621,37353156,177364,0,0,0,0,0,0,0,0,0,0,273764960,234758867,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,2,2020,407574419,407574419,13684882,0,12624994,30228190,17028190,13200000,363661347,330419322,26346250,5082667,1813106,0,0,0,0,0,0,0,0,0,75321476,34833559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,3,2020,410372293,410372293,14723862,0,13224541,30228224,17028224,13200000,365420207,332032966,26150811,5589446,1646983,0,0,0,0,0,0,0,0,0,74732552,36419559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,5,2020,404691625,404691625,14447217,0,13243873,36224214,23024214,13200000,354020194,331022314,16232799,5180080,1584999,0,0,0,0,0,0,0,0,0,78175426,36716559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,6,2020,404691625,404691625,14447217,0,13243873,36224214,23024214,13200000,354020194,331022314,16232799,5180080,1584999,0,0,0,0,0,0,0,0,0,78175426,36716559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,7,2020,408146575,408146575,31115795,0,29739095,36228607,23028607,13200000,340802173,310997467,21198656,7021049,1584999,0,0,0,0,0,0,0,0,0,80287959,36181559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,8,2020,409192651,409192651,30730588,0,29528710,36828027,23028027,13800000,341634036,299615332,31632788,8800915,1584999,0,0,0,0,0,0,0,0,0,80793250,37679559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,9,2020,414441324,414441324,28630672,0,27567042,46914117,33114117,13800000,338896535,286453975,43937689,6919871,1584999,0,0,0,0,0,0,0,0,0,83060384,37649559,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,10,2020,420103970,420103970,28608589,0,27472550,54914221,41114221,13800000,336581160,283778156,44127941,7090063,1584999,0,0,0,0,0,0,0,0,0,85291380,39989859,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,12,2020,433239151,433239151,16091759,0,14999340,67777560,59377560,8400000,349369832,312336309,29938938,5509585,1584999,0,0,0,0,0,0,0,0,0,92399046,40923400,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,1,2021,439777145,439777145,19982677,0,18858077,71077633,63177633,7900000,348716835,308429094,33102124,5600617,1584999,0,0,0,0,0,0,0,0,0,93343195,41134100,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,2,2021,443822734,443822734,20344419,0,18839504,71877737,63177737,8699999,351600578,313274355,31133994,5607228,1584999,0,0,0,0,0,0,0,0,0,92813009,42497799,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,3,2021,453782694,453782694,19589788,0,18685374,68177812,59477812,8699999,366015094,336017897,23404172,5008024,1584999,0,0,0,0,0,0,0,0,0,93197001,49342799,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,4,2021,460796570,460796570,22169344,0,20834939,63177917,54477917,8700000,375449309,343439656,25029049,5395604,1584999,0,0,0,0,0,0,0,0,0,98094990,50326800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,5,2021,477841735,477841735,29173273,0,27804868,68877991,59577991,9300000,379790471,349388885,22527152,5238132,2636299,0,0,0,0,0,0,0,0,0,99179359,60880800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,6,2021,484334328,484334328,25806853,0,24104892,76878097,67578097,9300000,381649378,351331663,21048989,5249956,4018768,0,0,0,0,0,0,0,0,0,102013782,60486800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,7,2021,486140966,486140966,26449475,0,24974616,73578172,64278172,9300000,386113319,352143609,24218463,5732477,4018768,0,0,0,0,0,0,0,0,0,99344946,61532100,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,8,2021,489263132,489263132,28289218,0,26339305,73578269,64278269,9300000,387395645,347783777,29500627,6092472,4018768,0,0,0,0,0,0,0,0,0,101722849,59692100,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,9,2021,495819321,495819321,28961616,0,27698601,73578336,64278336,9300000,393279369,355333985,27604442,6322171,4018768,0,0,0,0,0,0,0,0,0,101545765,62404100,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,10,2021,501331332,501331332,36324505,0,34869430,61378431,52078431,9300000,403628396,367983645,25630138,5995844,4018768,0,0,0,0,0,0,0,0,0,102867092,62302300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,11,2021,510682091,510682091,35443585,0,33834433,53378496,44078496,9300000,421860010,385100603,26627800,6112837,4018768,0,0,0,0,0,0,0,0,0,109660780,62442300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,12,2021,512007838,512007838,40136396,0,38455273,44135770,38635770,5500000,427735672,391702894,25741787,6272222,4018768,0,0,0,0,0,0,0,0,0,113390517,62290200,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,1,2022,515529634,515529634,43167952,0,41074389,50135836,43135836,7000000,422225846,387755946,24192088,6259043,4018768,0,0,0,0,0,0,0,0,0,114132763,63446300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,2,2022,517526656,517526656,40470357,0,39022660,56635931,47635931,9000000,420420368,386610593,23329262,6461743,4018768,0,0,0,0,0,0,0,0,0,115267974,64358800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,3,2022,516513253,516513253,39557439,0,37983738,56867942,47867942,9000000,420087872,393637299,15415239,6728656,4306676,0,0,0,0,0,0,0,0,0,116666319,61914300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,4,2022,525946663,525946663,44853809,0,43117704,52368024,43368024,9000000,428724830,400732544,17050880,6634728,4306676,0,0,0,0,0,0,0,0,0,121142566,65194300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,5,2022,541470046,541470046,42400623,0,40628997,46368108,36368108,10000000,452701315,426742851,14694519,6957267,4306676,0,0,0,0,0,0,0,0,0,124036787,75154300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,6,2022,551566583,551566583,46988037,0,45203499,45872889,38222889,7650000,458705657,431215825,15745620,7437534,4306676,0,0,0,0,0,0,0,0,0,131883209,74794300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,7,2022,557466211,557466211,49222610,0,47393627,38372975,30722975,7650000,469870626,445203190,12785150,7575608,4306676,0,0,0,0,0,0,0,0,0,132464660,75617300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,8,2022,561991151,561991151,36065709,0,34348723,45973046,37573046,8400000,479952396,455148454,13211414,7285850,4306676,0,0,0,0,0,0,0,0,0,130285541,78977300,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,9,2022,564193646,564193646,40452168,0,38953156,50973105,42573105,8400000,472768373,441957159,19597987,6906550,4306676,0,0,0,0,0,0,0,0,0,130161629,79788800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,10,2022,563761724,563761724,36435238,0,34450831,50973162,42573162,8400000,476353324,440271962,25007255,6767430,4306676,0,0,0,0,0,0,0,0,0,128430168,79198800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,11,2022,566150199,566150199,21564989,0,19980342,58973249,51273249,7700000,485611961,447243813,27291521,6769950,4306676,0,0,0,0,0,0,0,0,0,133821506,76068800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,12,2022,563176173,563176173,13348145,0,11966469,58429871,50729871,7700000,491398157,461790433,18592934,6708112,4306676,0,0,0,0,0,0,0,0,0,132757882,76132800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,1,2023,570781643,570781643,23955508,0,22125532,65029928,56729928,8300000,481796207,448753030,22352850,6383649,4306676,0,0,0,0,0,0,0,0,0,134972356,78960800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,2,2023,579864820,579864820,31015972,0,28830374,65329986,56729986,8600000,483518862,449712587,23147384,6352214,4306676,0,0,0,0,0,0,0,0,0,137496964,83500800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,3,2023,587433440,587433440,27532069,0,25778114,65428089,56828089,8600000,494473282,456960876,19833677,6506507,11172220,0,0,0,0,0,0,0,0,0,143408422,84974800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,4,2023,586254568,586254568,22287769,0,20558932,65428147,56828147,8600000,498538652,454369762,26236870,6759798,11172220,0,0,0,0,0,0,0,0,0,140973846,84919800,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,5,2023,590814606,590814606,18747510,0,16711359,65128205,56328205,8800000,506938891,466633296,22459838,6708535,11137220,0,0,0,0,0,0,0,0,0,145247423,83991400,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,6,2023,592296243,592296243,21044852,0,18711257,65128265,56328265,8800000,506123126,464079439,22096654,8809811,11137220,0,0,0,0,0,0,0,0,0,147714287,84571400,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,7,2023,600259149,600259149,31049245,0,28746419,67178473,57628473,9550000,502031431,463022342,20527995,6719632,11761461,0,0,0,0,0,0,0,0,0,148506021,86143400,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,8,2023,605866784,605866784,33522585,0,31724446,62378524,52828524,9550000,509965675,470768526,20585797,6849889,11761461,0,0,0,0,0,0,0,0,0,149602449,84792400,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,9,2023,605339610,605339610,20176253,0,19112771,66378712,56828712,9550000,518784645,477736995,22140216,6842300,12065132,0,0,0,0,0,0,0,0,0,152168151,81517400,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,10,2023,602685956,602685956,17748847,0,15092814,60878782,51328782,9550000,524058327,487994746,17455129,6543319,12065132,0,0,0,0,0,0,0,0,0,146527172,81426185,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,11,2023,604492441,604492441,15710270,0,13795223,54678821,45128821,9550000,534103350,488426212,26989636,6622368,12065132,0,0,0,0,0,0,0,0,0,145635102,81446185,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,12,2023,611410679,611410679,19502329,0,17695724,52248980,42698980,9549999,539659370,509471086,14883970,6898264,8406048,0,0,0,0,0,0,0,0,0,149925494,82416285,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,1,2024,616422552,616422552,19588818,0,17517665,52949019,42699019,10250000,543884715,505293756,22754115,7430795,8406048,0,0,0,0,0,0,0,0,0,151580073,79539285,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,2,2024,625913294,625913294,19408412,0,17251060,53049089,42699089,10350000,553455793,506239460,30835214,7979807,8401310,0,0,0,0,0,0,0,0,0,157380456,79715285,0,0,0,0,0,0,0,0,0,0,
15 DE SEPTIEMBRE,3,2024,685608800,654253525,13870246,0,11656376,48049130,37699130,10350000,565435464,516156934,33649643,7232576,8396310,17202258,4422556,34280426,2132188,0,216532,375790939,6812035,238252578,158982293,79270285,0,72447400,4632765,31355275,22290884,309817863,219440740,206087578,13353162,90377122,
15 DE SEPTIEMBRE,4,2024,726868799,694914185,14763890,0,12823514,48954668,37804668,11150000,572789913,526820545,30399907,7173149,8396310,16184625,4077556,34305138,35576477,0,216532,413112129,4745464,256851348,159703062,97148285,0,92653408,4133054,31954614,22774240,313756672,221700432,208347270,13353162,92056239,
15 DE SEPTIEMBRE,5,2024,731040597,698482384,9488100,0,7701737,49154704,37804704,11350000,579661761,533177309,29489098,7406935,9588417,18072457,4077556,34366714,36002773,0,216532,412940230,5633662,255906411,157974626,97931785,0,92478438,3102477,32558213,23261027,318100370,224427852,211074690,13353162,93672517,
15 DE SEPTIEMBRE,6,2024,757383469,724366470,30731199,0,28303392,49154777,37804777,11350000,589400078,539758320,32363818,7690116,9587823,15598048,2085583,35374962,34822290,0,216532,433918860,4135580,261059014,161170229,99888785,0,106030213,7096638,33016999,22580413,323464611,228867096,215513934,13353162,94597515,
15 DE SEPTIEMBRE,7,2024,770296559,736581788,33101691,0,31121056,51555818,39305818,12250000,597978551,551138286,29339852,7912588,9587823,15061252,2085583,69371662,925470,0,216532,442858662,5072298,270020938,168538053,101482885,0,105151320,6069202,33714771,22830132,327437900,231229130,217875968,13353162,96208769,
15 DE SEPTIEMBRE,8,2024,776404201,741248468,23578000,0,21828084,56971734,44721734,12250000,608036563,558376558,31897475,8174706,9587823,15366670,2085583,69378516,770603,0,216532,0,5539282,271955717,169219831,102735885,0,104275863,6105073,35155733,22907899,330464636,233085079,219731917,13353162,97379557,
15 DE SEPTIEMBRE,9,2024,793089658,756372031,19761760,0,17981301,59971817,46821817,13150000,624135928,577298056,28318092,8931955,9587823,16812388,2085583,69381726,718389,0,222067,457956151,5251163,283382520,179768635,103613885,0,103401654,6116471,36717627,23086713,335133509,236672290,223319128,13353162,98461219,
15 DE SEPTIEMBRE,10,2024,800623777,762663815,19364178,0,16979713,59971862,46821862,13150000,624795679,583735821,24372758,12689275,3997823,24034041,2085583,69434511,715856,0,222067,460129624,5643623,283137527,177706642,105430885,0,103055643,6980000,37959962,23352867,340494155,238759293,225406130,13353162,101734862,
15 DE SEPTIEMBRE,11,2024,800506511,762386403,17336498,0,15051571,47471932,34321932,13150000,637726909,597591474,23552821,12837659,3744954,25018511,2085583,69542311,1102700,0,222067,456750704,6073222,279279827,171645942,107633885,0,104080387,5566020,38120108,23631138,343755809,240895044,227541881,13353162,102860765,
15 DE SEPTIEMBRE,12,2024,825541117,785810901,44771213,0,42559669,46071044,34421044,11650000,636707759,597467533,22910957,12584314,3744954,18345432,8865476,69542311,1023637,0,214245,475408272,4435693,280428962,172948077,107480885,0,124763951,4880226,39730216,21169221,350132848,244729195,231376033,13353162,105403652,
15 DE SEPTIEMBRE,1,2025,830678955,789922878,41193590,0,38784186,46571475,34421475,12150000,633251468,587739648,28906473,12860390,3744954,29534594,8865476,69542311,1381662,0,338379,476720744,5064778,279739769,173253534,106486235,0,123209601,6862534,40756077,21087982,353958213,246602102,233248939,13353162,107356111,
15 DE SEPTIEMBRE,2,2025,840088635,798706489,41465497,0,38871776,46571516,34421516,12150000,642739659,593507700,33121627,12365377,3744954,28870390,8532316,69902376,1725977,0,280904,481621545,5783283,282256236,175083001,107173235,0,123116210,8054449,41382146,21029218,358467094,248984680,235631518,13353162,109482413,
15 DE SEPTIEMBRE,3,2025,850165566,807628464,40732428,0,38464148,48765126,36615126,12150000,650217706,603320699,30429952,12722296,3744757,30268864,8532316,69614322,1784440,0,250364,497999028,7663516,289911294,179739703,110171591,0,122990504,6122972,42537102,28773639,352166541,254900604,239523930,15376673,97265937,
15 DE SEPTIEMBRE,4,2025,845459881,798978294,47836032,0,45450730,31765167,19615167,12150000,653622848,602976170,33068642,12749003,4829032,31073846,8532316,70636224,1741603,0,251845,491284615,4945786,285017408,180043629,104973779,0,120865264,6165631,46481587,27808938,354175268,257276860,241900187,15376673,96898408,
15 DE SEPTIEMBRE,5,2025,849133664,802452887,46539574,0,44167687,31765239,19615239,12150000,658522610,609105312,32107763,12710984,4598550,31155335,8532316,70636224,1730521,0,251845,489583082,5931210,281920602,181143823,100776779,0,119742972,7629604,46680777,27677914,359550585,259820065,244443392,15376673,99730519,
15 DE SEPTIEMBRE,6,2025,858829917,811933598,40069700,0,37384682,31765321,19615321,12150000,665237157,609407824,38323557,12938224,4567550,28941424,8532316,70636224,13395930,0,251845,493944815,4770967,289653864,187210885,102442979,0,118639351,7212512,46896319,26771800,364885104,262890909,247514235,15376673,101994194,
15 DE SEPTIEMBRE,7,2025,870210994,823090962,49956746,0,47118537,32365363,19615363,12750000,667863670,611913048,38135828,14533006,3281787,27088123,8532316,70630764,13522167,0,251845,499232745,4633063,298341001,190605372,107735629,0,117518782,6110475,47120032,25509389,370978253,265120687,249744013,15376673,105857565,
15 DE SEPTIEMBRE,8,2025,881436545,834081096,36153719,0,32969374,34453779,21653779,12800000,674423634,622093236,34414527,14634083,3281787,24464349,8532316,70718244,32438659,0,251845,507238762,9479137,303869555,193091926,110777629,0,116377688,5143033,47355449,25013897,374197785,265195818,249819145,15376673,109001966,
15 DE SEPTIEMBRE,9,2025,898043018,847946797,34738444,0,32284913,50503832,37953832,12550000,675670125,618697555,38953981,14907853,3110735,24411385,8532316,71500932,32434139,0,251845,518764250,7595342,318250982,192090352,126160629,0,115249983,5000304,50096221,22571416,379278772,268276438,252899765,15376673,111002333,
15 DE SEPTIEMBRE,11,2025,910906802,860390005,31556571,0,28970044,66006163,52456163,13550000,672773116,627285838,28487466,13889076,3110735,27719304,8532316,71596058,32378677,0,344597,525130768,8282123,325223707,199709051,125514656,0,111147483,7539957,50516797,22420699,385776038,270428041,255051367,15376673,115347996,
15 DE SEPTIEMBRE,12,2025,919110481,868438995,26555070,0,23686383,66120567,52570567,13550000,683125512,632658339,33353719,14002718,3110735,26444658,8532316,107823750,240653,0,267955,525471320,4904515,335051528,205097872,129953656,0,112845288,3462518,50671486,18535983,393639164,275486094,260109421,15376673,118153069,
15 DE SEPTIEMBRE,1,2026,937999896,887063863,28167911,0,25828501,86720611,72570611,14150000,678815878,609306953,52144115,14254075,3110735,26810053,8532316,107992816,676045,0,284266,535369926,5301337,351231751,206807095,144424656,0,108663837,3987821,50936033,15249144,402629973,278444198,263067525,15376673,124185775,
15 DE SEPTIEMBRE,2,2026,969897125,918739918,46414059,0,44227328,94120049,81070049,13050000,677311021,604447316,55353384,14399584,3110735,26105473,8532316,116176299,953642,0,284266,559716610,6025067,385388028,209258272,176129756,0,101823780,4300451,51157207,11022075,410180517,279460174,264083500,15376673,130720343,
15 DE SEPTIEMBRE,3,2026,974386402,923024059,40272033,,,98274841,,,685959009,,,,,23942664,8532316,,870538,0,235307,573158703,4668452,391940445,215187889,176752556,0,96809265,6698263,51362343,21679933,401227699,284779885,267358198,17421687,116447814,116299689
4 DE JUNIO,4,2021,87382050,87382050,5875870,-211136,5424490,1889863,1889863,-211136,79616317,77337538,1821634,34872,-211136,0,0,0,0,0,0,0,0,0,9017598,48588863,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,6,2021,90098211,90098211,5998921,-307754,5581421,1793245,1793245,-307754,82306045,79832135,1939256,-80855,-307754,0,0,0,0,0,0,0,0,0,10165879,48942245,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,7,2021,94973281,94973281,10236813,0,9895813,2101000,2101000,0,82635468,80199812,2187716,247939,0,0,0,0,0,0,0,0,0,0,9930263,53250000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,8,2021,96292109,96292109,8987008,0,8571008,2101000,2101000,0,85204101,82677016,2275373,251711,0,0,0,0,0,0,0,0,0,0,10461308,53200000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,9,2021,93591721,93591721,4022394,0,3606394,2101000,2101000,0,87468327,84955286,2266944,246095,0,0,0,0,0,0,0,0,0,0,11159897,49200000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,10,2021,99330319,99330319,7306231,0,6893231,2101000,2101000,0,89923088,87333073,2348646,241367,0,0,0,0,0,0,0,0,0,0,11748184,53200000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,11,2021,99398175,99398175,5448430,0,5008930,2101000,2101000,0,91848745,89226314,2296997,325433,0,0,0,0,0,0,0,0,0,0,11705359,53300000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,12,2021,99983445,99983445,4467651,0,4300651,4102000,0,4102000,91413794,88530722,2548760,334311,0,0,0,0,0,0,0,0,0,0,11440507,53400000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,1,2022,99452793,99452793,6943893,0,6549393,4102000,0,4102000,88406900,85334094,2741659,331146,0,0,0,0,0,0,0,0,0,0,10374539,53600000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,2,2022,100774780,100774780,6998458,0,6603958,4102000,0,4102000,89674322,86711906,2636013,326402,0,0,0,0,0,0,0,0,0,0,10844669,53600000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,3,2022,104801506,104801506,6012657,0,5618157,4102000,0,4102000,94686849,91395387,2803479,487982,0,0,0,0,0,0,0,0,0,0,10925541,56613500,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,4,2022,105928406,105928406,5176173,0,4781673,4102000,0,4102000,96650233,93072269,3081350,496613,0,0,0,0,0,0,0,0,0,0,11497187,56627000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,5,2022,106653776,106653776,3699353,0,3274853,4102000,0,4102000,98852423,95123357,3104560,624506,0,0,0,0,0,0,0,0,0,0,11917474,56527000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,6,2022,104527263,104527263,1592851,0,1168351,4102000,0,4102000,98832412,94735520,3478638,618254,0,0,0,0,0,0,0,0,0,0,11530894,54527000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,7,2022,106551922,106551922,21423607,0,20999107,4102000,0,4102000,81026315,77128692,3292827,604795,0,0,0,0,0,0,0,0,0,0,11946107,54527000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,8,2022,106851775,106851775,34522143,0,34049143,4101000,0,4101000,68228632,64478607,3177605,572420,0,0,0,0,0,0,0,0,0,0,11135764,54527000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,9,2022,109211447,109211447,37065570,0,37084463,4101000,0,4101000,68044877,64221181,3216381,607314,0,0,0,0,0,0,0,0,0,0,11667027,54647000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,10,2022,108075585,108075585,34805567,0,34329067,4101000,0,4101000,69169018,65502585,3031062,635370,0,0,0,0,0,0,0,0,0,0,11745695,54647000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,11,2022,109099893,109099893,33257834,0,32731334,4101000,0,4101000,71741059,67819807,3276679,644572,0,0,0,0,0,0,0,0,0,0,12221365,54620000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,12,2022,107570327,107570327,23943615,0,23693615,5101000,0,5101000,78525712,74710360,3073045,742305,0,0,0,0,0,0,0,0,0,0,11587182,54520000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,1,2023,107981853,107981853,23774648,0,23313148,5101000,0,5101000,79106205,75217068,3077573,811563,0,0,0,0,0,0,0,0,0,0,11456651,54570000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,2,2023,106132655,106132655,14999254,0,14535254,5101000,0,5101000,86032401,81775125,3449428,807846,0,0,0,0,0,0,0,0,0,0,11371161,51990000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,3,2023,106662704,106662704,7969557,0,7695557,5101000,0,5101000,93592147,89508676,3236404,847066,0,0,0,0,0,0,0,0,0,0,11294291,51990000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,4,2023,106207859,106207859,7060009,0,6586009,5101000,0,5101000,94046850,89851953,3350267,844629,0,0,0,0,0,0,0,0,0,0,11638463,52095000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,5,2023,107464839,107464839,6845355,0,6371355,5101000,0,5101000,95518484,91675520,2917057,925907,0,0,0,0,0,0,0,0,0,0,17085787,47095000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,6,2023,106540000,106540000,7918309,0,7439309,5101000,0,5101000,93520691,88151282,4469163,900245,0,0,0,0,0,0,0,0,0,0,15726907,46995000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,7,2023,104769609,104769609,6854107,0,6355107,5101000,0,5101000,92814502,87459799,4414302,940399,0,0,0,0,0,0,0,0,0,0,14695648,45445000,0,0,0,0,0,0,0,0,0,0,
4 DE JUNIO,8,2023,103334047,103334047,4031100,0,3532100,5101000,0,5101000,94201947,89109885,4114629,977431,0,0,0,0,0,0,0,0,0,0,13024353,45333250,0,0,0,0,0,0,0,0,0,0,
