COOPERATIVA,MES#,AÑO,INGRESOS,Productos Financieros,Productos x Servicios,Otros Productos,Ingresos Anteriores,EGRESOS,Gastos Financieros,Gastos de Administracion,Otros Gastos,Gastos Anteriores,EXCEDENTES
BECERRA,10,2021,5218268,5062167,156101,0,0,5411553,2695698,2649662,66193,0,-193285
BECERRA,11,2021,5705881,5535357,170524,0,0,5929045,2960631,2902221,66193,0,-223164
BECERRA,12,2021,6329244,6143186,186058,0,0,6663249,3217133,3379923,66193,0,-334005
BECERRA,1,2022,741459,722715,18744,0,0,593218,267302,325916,0,0,148241
BECERRA,2,2022,1298547,1266164,32383,0,0,1178650,515623,663027,0,0,119897
BECERRA,3,2022,1914183,1867885,46298,0,0,1837312,861894,975418,0,0,76871
BECERRA,4,2022,2498181,2433362,64819,0,0,2387469,1115203,1272266,0,0,110712
BECERRA,5,2022,3078598,2998786,79812,0,0,2850906,1358783,1492123,0,0,227692
BECERRA,6,2022,3688404,3591416,96988,0,0,3646769,1608475,1977333,60961,0,41635
BECERRA,7,2022,4173967,4060745,113222,0,0,4265831,1856363,2173507,235961,0,-91864
BECERRA,8,2022,4740804,4611899,128905,0,0,4720796,2086502,2398333,235961,0,20008
BECERRA,9,2022,5348864,5204713,144151,0,0,5150025,2319639,2594425,235961,0,198839
BECERRA,10,2022,5896918,5738976,157942,0,0,5717551,2548103,2933487,235961,0,179367
BECERRA,11,2022,6865341,6692199,173142,0,0,6548420,3078765,3233694,235961,0,316921
BECERRA,12,2022,7806165,7617381,188784,0,0,7667561,3316519,3705490,645552,0,138604
BECERRA,1,2023,608551,591233,17318,0,0,576815,229624,347191,0,0,31736
BECERRA,2,2023,1242395,1211296,31099,0,0,1096283,481698,614585,0,0,146112
BECERRA,3,2023,1771145,1726170,44975,0,0,1650793,738495,912298,0,0,120352
BECERRA,4,2023,2329380,2269380,60000,0,0,2186428,982730,1203698,0,0,142952
BECERRA,5,2023,2938273,2867311,70962,0,0,2842969,1312537,1530432,0,0,95304
BECERRA,6,2023,3604861,3520873,83988,0,0,3497495,1612495,1885000,0,0,107366
BECERRA,7,2023,4201286,4106640,94646,0,0,4035061,1935040,2100021,0,0,166225
BECERRA,8,2023,4929927,4822771,107156,0,0,4773172,2193981,2579191,0,0,156755
BECERRA,9,2023,5543402,5424503,118899,0,0,5312080,2454856,2857224,0,0,231322
BECERRA,10,2023,6177164,6048185,128979,0,0,5839178,2716290,3122888,0,0,337986
BECERRA,11,2023,6920773,6781897,138876,0,0,6463811,3028343,3435468,0,0,456962
BECERRA,12,2023,7955727,7805346,150381,0,0,7602965,3323924,3959776,319265,0,352762
BECERRA,1,2024,712498,701273,11225,0,0,525167,261372,263795,0,0,187331
BECERRA,2,2024,1410336,1389925,20411,0,0,1295212,553109,742103,0,0,115124
BECERRA,3,2024,2060691,2029823,30868,0,0,1822495,823051,999444,0,0,238196
BECERRA,4,2024,2747171,2707237,39934,0,0,2645708,1092351,1553357,0,0,101463
BECERRA,5,2024,3438374,3387584,50790,0,0,3191027,1367821,1823206,0,0,247347
BECERRA,6,2024,4176662,4115766,60896,0,0,3943615,1647795,2295820,0,0,233047
BECERRA,7,2024,4969913,4899366,70547,0,0,4871326,1919509,2951817,0,0,98587
BECERRA,8,2024,5709407,5628462,80945,0,0,5582691,2286866,3281127,14698,0,126716
BECERRA,9,2024,6440510,6349919,90591,0,0,6174891,2586624,3573569,14698,0,265619
BECERRA,10,2024,7180570,7081117,99453,0,0,6944427,2864972,4064757,14698,0,236143
BECERRA,11,2024,7974764,7868211,106553,0,0,7524471,3181603,4328170,14698,0,450293
BECERRA,12,2024,8844276,8729208,115068,0,0,8629415,3492434,4908326,228655,0,214861
BECERRA,1,2025,892766,882855,9911,0,0,593107,295264,297843,0,0,299659
BECERRA,2,2025,1790065,1771738,18327,0,0,1242815,587282,652533,3000,0,547250
BECERRA,3,2025,2748029,2721545,26484,0,0,2050424,902981,1141793,5650,0,697605
BECERRA,4,2025,3682703,3646784,35919,0,0,3132552,1223947,1902955,5650,0,550151
BECERRA,5,2025,4558049,4514702,43347,0,0,3875274,1622860,2246764,5650,0,682775
BECERRA,6,2025,5502596,5448824,53772,0,0,4678253,1970658,2701945,5650,0,824343
BECERRA,7,2025,6440833,6378530,62303,0,0,5466492,2337263,3123579,5650,0,974341
BECERRA,8,2025,7641844,7571526,70318,0,0,6363396,2659700,3698046,5650,0,1278448
BECERRA,9,2025,8934390,8855971,78419,0,0,7106638,3008637,4092351,5650,0,1827752
BECERRA,10,2025,10122768,10035757,87011,0,0,7853886,3378322,4469914,5650,0,2268882
BECERRA,11,2025,11802782,11708627,94155,0,0,8868975,3776170,5087155,5650,0,2933807
BECERRA,12,2025,13952041,13849442,102599,0,0,13075836,4186742,6539021,2350073,0,876205
BECERRA,1,2026,1288772,1279253,9519,0,0,757150,429616,327534,0,0,531622
BECERRA,2,2026,2547102,2530132,16970,0,0,1604537,876199,728338,0,0,942565
BECERRA,3,2026,3918560,3893845,24714,0,0,2535235,1334386,1197549,3300,0,1383323
CACEENP,1,2019,20917664,19693368,1223959,337,0,18237989,9686743,8551246,0,0,2679675
CACEENP,2,2019,39927522,37141241,2514172,272109,0,35564600,19366735,16197865,0,0,4362922
CACEENP,3,2019,65319043,61090583,3806937,421523,0,55962654,28947266,27015388,0,0,9356389
CACEENP,4,2019,106052183,99456634,5690376,905173,0,93608098,44369211,49223986,14901,0,12444085
CACEENP,5,2019,136787156,132610573,3010120,1104345,62118,118185608,54183902,63620530,0,381176,18601548
CACEENP,7,2019,193652079,182572693,9913408,1165978,0,163882006,78426393,85440570,15043,0,29770073
CACEENP,8,2019,223315158,210695731,11412319,1207108,0,189370452,89724383,99631026,15043,0,33944706
CACEENP,9,2019,252128153,236993193,12898109,2236851,0,213521301,101096432,112409826,15043,0,38606852
CACEENP,10,2019,284023179,266729045,13902731,3391403,0,239250032,112708630,126526359,15043,0,44773147
CACEENP,11,2019,311382693,293077362,14911869,3393462,0,265453030,124487268,140950719,15043,0,45929663
CACEENP,12,2019,344895001,325332018,16985378,2577605,0,323450291,136437837,186997411,15043,0,21444710
CACEENP,1,2020,29780231,28198517,948756,632958,0,27471398,12042289,15429109,0,0,2308833
CACEENP,2,2020,56814547,54071201,2027002,654226,62118,54848580,24410748,30089475,0,348357,1965967
CACEENP,3,2020,88288136,84722690,2639825,863503,62118,76946435,34951431,41646647,0,348357,11341701
CACEENP,4,2020,112523209,108691493,2819423,950175,62118,97863574,44725304,52789913,0,348357,14659635
CACEENP,5,2020,136787156,132610573,3010120,1104345,62118,118185608,54183902,63620530,0,381176,18601548
CACEENP,6,2020,161820026,156876878,3590371,1290659,62118,158124520,70828821,86914523,0,381176,3695506
CACEENP,7,2020,186197165,179836540,4148893,2138162,73570,199382451,83410459,115596152,0,375840,-13185286
CACEENP,8,2020,209524052,202669252,4643006,2138224,73570,223364584,95256752,127731992,0,375840,-13840532
CACEENP,9,2020,236653246,229113291,5280689,2179421,79845,228807698,105773417,122449939,0,584342,7845548
CACEENP,10,2020,265914815,257569816,6025026,2240128,79845,264246529,116572755,144491162,413152,2769460,1668286
CACEENP,11,2020,293985675,280836886,6618239,2288290,4242260,254375607,126617192,124575554,413360,2769501,39610068
CACEENP,12,2020,322293296,311355684,7638856,3183511,115245,317164506,137509038,168999889,7886078,2769501,5128790
CACEENP,1,2021,27755943,26570268,719154,466521,0,21251122,10044817,11206237,68,0,6504821
CACEENP,2,2021,56044479,53800081,1548156,696242,0,41622733,20307102,21291263,98,24270,14421746
CACEENP,3,2021,86730473,82488747,2615489,1626237,0,64174524,30836435,33219784,196,118109,22555949
CACEENP,4,2021,115873103,109324624,3486141,3032273,30065,85686339,41043963,44523527,211,118638,30186764
CACEENP,5,2021,145121910,137427110,4437783,3226952,30065,108163808,51723745,56321155,270,118638,36958102
CACEENP,6,2021,172684833,163712982,5639874,3267482,64495,133469860,61565126,71758839,6670,139225,39214973
CACEENP,7,2021,200133970,189609180,6855573,3604722,64495,157927594,71608445,86171514,7700,139935,42206376
CACEENP,8,2021,227332883,215264998,8047880,3955510,64495,183723996,81980901,101440740,7707,294648,43608887
CACEENP,9,2021,254352827,240839595,9284617,4164120,64495,210301539,92404949,117594214,7728,294648,44051288
CACEENP,10,2021,281902283,266939710,10413302,4484776,64495,236602752,102377334,132989582,7740,1228096,45299531
CACEENP,11,2021,310089119,292814933,11592472,5240342,441372,265061739,112976851,150485913,7750,1591225,45027380
CACEENP,12,2021,339799255,320316679,12805547,6230291,446738,327478404,123764643,181772091,20341297,1600373,12320851
CACEENP,1,2022,26099216,24680244,1040941,378031,0,23326903,10290727,13035631,65,480,2772313
CACEENP,2,2022,51918042,49018225,2294556,605261,0,47149281,20137597,26957483,51060,3141,4768761
CACEENP,3,2022,81259760,76603886,3633872,1022002,0,73513361,29670094,43789007,51119,3141,7746399
CACEENP,4,2022,108083208,101854892,4893751,1334565,0,99586662,39445457,60082895,55169,3141,8496546
CACEENP,5,2022,136561376,128854603,6178750,1528023,0,126706361,49934145,76697831,68625,5760,9855015
CACEENP,6,2022,165707551,156161033,7657065,1889453,0,152644995,60019499,92537813,76290,11393,13062556
CACEENP,7,2022,195766921,184169370,9124239,2473312,0,177958310,70018931,107819620,86919,32840,17808611
CACEENP,8,2022,224707363,211303546,10634950,2768867,0,204497654,80467906,123898479,98429,32840,20209709
CACEENP,9,2022,253291080,237763323,11960494,3567263,0,231869851,90580904,141113417,142690,32840,21421229
CACEENP,10,2022,282976819,265280474,13130471,4534963,30911,259658237,99640731,159837618,147048,32840,23318582
CACEENP,11,2022,309948744,290311196,14538470,5068167,30911,286726215,108495724,178040080,157571,32840,23222529
CACEENP,12,2022,341661010,331337372,4523228,5769499,30911,328740115,117308891,188972067,22426317,32840,12920895
CACEENP,1,2023,29650147,28289145,469086,887316,4600,25574132,8799446,16724994,47192,2500,4076015
CACEENP,2,2023,57354668,54754846,1032041,1548741,19040,56706783,17800029,38850660,49594,6500,647885
CACEENP,3,2023,88988645,85344437,1628992,1986962,28254,84346778,26720153,57553605,64746,8274,4641867
CACEENP,4,2023,117925588,113412342,2042912,2442080,28254,114063231,35565580,75694854,85879,2716918,3862357
CACEENP,5,2023,166839656,143741540,2521313,20499549,77254,143099822,44331901,95964255,86748,2716918,23739834
CACEENP,6,2023,198700227,174664674,2992786,20900379,142388,169624824,53182086,113634744,91076,2716918,29075403
CACEENP,7,2023,229230942,204473547,3442057,21168600,146738,196542699,61944886,131788617,92278,2716918,32688243
CACEENP,8,2023,260241930,234500562,3896017,21628613,216738,224245610,70733332,150702463,92586,2717229,35996320
CACEENP,9,2023,294735769,263433185,4320215,26765631,216738,251974810,79630037,169531537,96007,2717229,42760959
CACEENP,10,2023,325640772,292931556,4783318,27709160,216738,281128116,88797258,189514601,99028,2717229,44512656
CACEENP,11,2023,357439144,323949983,5250102,28022321,216738,310522191,97790509,209621709,118601,2991372,46916953
CACEENP,12,2023,390771566,355998050,5760828,28609716,402972,364356676,106939704,237381016,17041734,2994222,26414890
CACEENP,1,2024,31388716,30411758,518252,248541,210165,29429822,9176527,20195405,10722,47168,1958894
CACEENP,2,2024,64059773,62087798,1003570,758434,209971,58111114,18514896,39536005,13025,47188,5948659
CACEENP,3,2024,95711406,93045292,1480399,975744,209971,88395515,27933696,60401604,13027,47188,7315891
CACEENP,4,2024,129845187,126136107,2016806,1482303,209971,119292935,37732344,81391493,13031,156067,10552252
CACEENP,5,2024,163457839,158902676,2554654,1790538,209971,151963452,47643183,104151166,13036,156067,11494387
CACEENP,6,2024,198891436,193228180,3051518,2400967,210771,187026299,58569008,125867052,13040,2577199,11865137
CACEENP,7,2024,235008222,228199576,3667425,2930450,210771,219129312,69712501,146747859,32652,2636300,15878910
CACEENP,8,2024,270898675,263064888,4258090,3350209,225488,250667278,81418695,166579627,32656,2636300,20231397
CACEENP,9,2024,307123892,297891391,4808483,4196130,227888,278210240,93722025,181817550,32740,2637925,28913652
CACEENP,10,2024,343470395,332946445,5271989,5024073,227888,309334469,106527282,199716487,452775,2637925,34135926
CACEENP,11,2024,378072467,366567901,5808405,5468273,227888,341471920,120002051,218363803,467957,2638109,36600547
CACEENP,12,2024,417728330,404503191,6332869,6664382,227888,391890929,134150173,233403702,21698945,2638109,25837401
CACEENP,1,2025,41477593,35735001,451472,4470520,820600,38614160,14313141,24103003,1735,196281,2863433
CACEENP,2,2025,77277302,70308933,923135,4651334,1393900,72801610,28743150,43818903,1735,237822,4475692
CACEENP,3,2025,113982038,106034678,1412549,4754698,1780113,107523886,43191023,64093293,1735,237835,6458152
CACEENP,4,2025,151029880,142142338,1862598,4874548,2150396,141468318,58129013,83099735,1735,237835,9561562
CACEENP,5,2025,188678111,178741582,2382405,4980407,2573717,177115734,73347716,103474761,1735,291522,11562377
CACEENP,6,2025,227042703,216166626,2963528,5107985,2804564,211442331,88727424,122068500,2535,643872,15600372
CACEENP,7,2025,265073301,253387340,3393609,5404668,2887684,246905794,104201212,142058174,2536,643872,18167507
CACEENP,8,2025,303386295,290607675,3926262,5696392,3155966,281634648,119198530,161789459,2787,643872,21751647
CACEENP,9,2025,342764682,328743834,4471416,5903833,3645599,318648286,134952247,183048843,3324,643872,24116396
CACEENP,10,2025,380592288,365613831,4982091,6032982,3963384,354564993,150483829,203431325,5967,643872,26027295
CACEENP,11,2025,418714789,402879257,5507374,6199151,4129007,391997046,165556343,225790861,5970,643872,26717743
CACEENP,12,2025,458668744,440875790,6131890,5334351,6326713,441455177,180416528,246573104,13821673,643872,17213567
CACEENP,1,2026,37840312,36778702,510126,298721,252763,37402246,13849117,23531113,22016,0,438066
CACEENP,2,2026,76754491,73641436,1035637,1671451,405967,71137101,27117644,43991605,23569,4283,5617390
CACEENP,3,2026,115405357,111199579,1631603,1835365,738808,107184241,40703525,66447032,29401,4283,8221114
CACEINTOL,3,2026,26116813,25598410,517903,500,0,22289926,10402796,11832748,54382,0,3826885
CACESPROL,3,2026,7423306,7415606,7700,0,0,5551562,3794765,1741912,0,14885,1871743
CACIBSCOL,1,2019,726987,721275,5712,0,0,431254,261755,165463,4036,0,295733
CACIBSCOL,2,2019,1406360,1390308,16052,0,0,911993,514097,384796,13100,0,494367
CACIBSCOL,3,2019,2100370,2078060,22310,0,0,1459670,769455,667808,22407,0,640700
CACIBSCOL,4,2019,2700720,2672493,28227,0,0,2440691,1041713,1367183,31795,0,260029
CACIBSCOL,6,2019,3879709,3838912,40797,0,0,3632218,1588943,1997081,46194,0,247491
CACIBSCOL,7,2019,4536597,4489235,47362,0,0,4123281,1881075,2167978,74228,0,413316
CACIBSCOL,8,2019,5229576,5175439,54137,0,0,4747075,2212999,2449625,84451,0,482501
CACIBSCOL,9,2019,5907043,5846740,60303,0,0,5164908,2441490,2623746,99672,0,742135
CACIBSCOL,11,2019,7556884,7477511,79373,0,0,6361181,3048600,3064503,248078,0,1195703
CACIBSCOL,1,2020,803005,796775,6230,0,0,624860,317985,291293,15582,0,178145
CACIBSCOL,2,2020,1612126,1599176,12950,0,0,1165275,624363,494098,46814,0,446851
CACIBSCOL,3,2020,2403577,2389343,14234,0,0,2134343,934058,1144506,55779,0,269234
CACIBSCOL,4,2020,3163331,3148997,14334,0,0,3192231,1305269,1737747,149215,0,-28900
CACIBSCOL,5,2020,3842900,3828363,14537,0,0,3667587,1606648,1900373,160566,0,175313
CACIBSCOL,6,2020,4648736,4633654,15082,0,0,4280947,1915406,2173288,192253,0,367789
CACIBSCOL,7,2020,5426962,5405973,20989,0,0,5049765,2250003,2561527,238235,0,377197
CACIBSCOL,8,2020,6589617,6563008,26609,0,0,5625502,2562843,2768288,294371,0,964115
CACIBSCOL,9,2020,7430782,7399403,31379,0,0,6229384,2880119,3026046,323219,0,1201398
CACIBSCOL,10,2020,8233214,8196347,36867,0,0,6826144,3218608,3279486,328050,0,1407070
CACIBSCOL,11,2020,9057489,8985612,71877,0,0,7373491,3555250,3462980,355261,0,1683998
CACIBSCOL,1,2021,865009,859092,5917,0,0,561512,316238,231292,13982,0,303497
CACIBSCOL,2,2021,1708211,1696451,11760,0,0,1097858,681974,398415,17469,0,610353
CACIBSCOL,4,2021,3534854,3512048,22806,0,0,3054306,1351597,1637476,65233,0,480548
CACIBSCOL,5,2021,4439914,4416318,23596,0,0,3542182,1694036,1772537,75609,0,897732
CACIBSCOL,6,2021,5362319,5330197,32122,0,0,4324716,2037694,2203849,83173,0,1037603
CACIBSCOL,7,2021,6273120,6240558,32562,0,0,4850377,2359931,2399460,90986,0,1422743
CACIBSCOL,8,2021,7258497,7225642,32855,0,0,5456792,2690824,2656356,109612,0,1801705
CACIBSCOL,9,2021,8196346,8163136,33210,0,0,6036167,3033503,2886318,116346,0,2160179
CACIBSCOL,10,2021,9158163,9124226,33937,0,0,6726977,3382633,3218721,125623,0,2431186
CACIBSCOL,11,2021,10115636,10081154,34482,0,0,7374986,3716634,3524009,134343,0,2740650
CACIBSCOL,12,2021,11215548,11180501,35047,0,0,10602821,4099086,5854716,649019,0,612727
CACIBSCOL,1,2022,979410,978949,461,0,0,561837,364574,189561,7702,0,417573
CACIBSCOL,2,2022,1983952,1981439,2513,0,0,1197246,736299,419419,41528,0,786706
CACIBSCOL,3,2022,3005230,2999052,6178,0,0,2131789,1109279,969232,53278,0,873441
CACIBSCOL,4,2022,4036548,4029684,6864,0,0,3487961,1499781,1927166,61014,0,548587
CACIBSCOL,5,2022,5106002,5094703,11299,0,0,4025365,1878500,2058455,88410,0,1080637
CACIBSCOL,6,2022,6162411,6150507,11904,0,0,4794429,2234430,2464772,95227,0,1367982
CACIBSCOL,7,2022,7222520,7208421,14099,0,0,5439087,2605229,2685062,148796,0,1783433
CACIBSCOL,8,2022,8278500,8262051,16449,0,0,6374867,3070179,3126355,178333,0,1903633
CACIBSCOL,9,2022,9329834,9311232,18602,0,0,6888046,3461900,3238908,187238,0,2441788
CACIBSCOL,10,2022,10412481,10391889,20592,0,0,7997478,3867995,3960462,169021,0,2415003
CACIBSCOL,11,2022,11424351,11401374,22977,0,0,8742021,4293117,4270177,178727,0,2682330
CACIBSCOL,12,2022,12581004,12554057,26947,0,0,11618551,4692108,6295863,630580,0,962453
CACIBSCOL,1,2023,1041114,1040261,853,0,0,640370,409235,220699,10436,0,400744
CACIBSCOL,2,2023,2096650,2093519,3131,0,0,1405195,858575,502994,43626,0,691455
CACIBSCOL,3,2023,3308380,3304309,4071,0,0,2893158,1275675,1537041,80442,0,415222
CACIBSCOL,4,2023,4615248,4609046,6202,0,0,3604693,1699253,1815860,89580,0,1010555
CACIBSCOL,5,2023,5772470,5762312,10158,0,0,4479751,2121038,2253783,104930,0,1292719
CACIBSCOL,6,2023,6891605,6878438,13167,0,0,5475894,2524356,2799992,151546,0,1415711
CACIBSCOL,7,2023,8013065,7991160,21905,0,0,6333480,2933977,3231458,168045,0,1679585
CACIBSCOL,8,2023,9156054,9131405,24649,0,0,7503564,3339242,3969052,195270,0,1652490
CACIBSCOL,9,2023,10440144,10411177,28967,0,0,8326634,3754533,4348168,223933,0,2113510
CACIBSCOL,10,2023,11544853,11509023,35830,0,0,9175716,4160592,4726005,289119,0,2369137
CACIBSCOL,11,2023,12730400,12689064,41336,0,0,10018832,4566942,5068223,383667,0,2711568
CACIBSCOL,12,2023,14154121,14111832,42289,0,0,13162976,4973852,7540431,648693,0,991145
CACIBSCOL,1,2024,1305623,1302189,3434,0,0,827835,421139,324122,82574,0,477788
CACIBSCOL,2,2024,2453851,2447797,6054,0,0,1746793,882869,764746,99178,0,707058
CACIBSCOL,3,2024,3651771,3644369,7402,0,0,3570093,1298518,2154498,117077,0,81678
CACIBSCOL,4,2024,4947626,4938427,9199,0,0,4225235,1742222,2380959,102054,0,722391
CACIBSCOL,5,2024,6274749,6258914,15835,0,0,5229842,2209380,2897637,122825,0,1044907
CACIBSCOL,6,2024,7610141,7591794,18347,0,0,6415956,2694340,3528513,193103,0,1194185
CACIBSCOL,7,2024,9012042,8991301,20741,0,0,7394138,3197505,3933816,262817,0,1617904
CACIBSCOL,8,2024,10427284,10403962,23322,0,0,8543075,3694545,4522513,326017,0,1884209
CACIBSCOL,9,2024,11795834,11771485,24349,0,0,9411708,4181114,4832505,398089,0,2384126
CACIBSCOL,10,2024,13109114,13084325,24789,0,0,10433944,4733169,5252828,447947,0,2675170
CACIBSCOL,11,2024,14470523,14445091,25432,0,0,11414169,5292871,5613288,508010,0,3056354
CACIBSCOL,12,2024,16107988,16080615,27373,0,0,14884856,5863557,8133870,887429,0,1223132
CACIBSCOL,1,2025,1503655,1500103,3552,0,0,977774,583335,369777,24662,0,525881
CACIBSCOL,2,2025,2874345,2869738,4607,0,0,2129572,1214731,868371,46470,0,744773
CACIBSCOL,3,2025,4292874,4287250,5624,0,0,3090915,1786987,1240823,63105,0,1201959
CACIBSCOL,4,2025,5798500,5791874,6626,0,0,5332394,2431078,2767651,133665,0,466106
CACIBSCOL,5,2025,7327577,7319759,7818,0,0,6364219,3071104,3140090,153025,0,963358
CACIBSCOL,6,2025,8803294,8794473,8821,0,0,7726151,3756951,3794682,174518,0,1077143
CACIBSCOL,7,2025,10294070,10279641,14429,0,0,9125140,4464297,4390157,270686,0,1168930
CACIBSCOL,8,2025,12086711,12069968,16743,0,0,10232149,5213982,4701557,316610,0,1854562
CACIBSCOL,9,2025,13741179,13720739,20440,0,0,11737786,6001014,5360932,375840,0,2003393
CACIBSCOL,10,2025,15284435,15262344,22091,0,0,13060890,6769691,5825638,465561,0,2223545
CACIBSCOL,11,2025,17005496,16981616,23880,0,0,14391372,7591641,6275587,524144,0,2614124
CACIBSCOL,12,2025,19080718,18976173,104545,0,0,17517355,8475820,8497085,544450,0,1563363
CACIBSCOL,1,2026,1842744,1835763,6981,0,0,1358549,884580,313139,160830,0,484195
CACIBSCOL,2,2026,3467081,3455510,11571,0,0,2925707,1802389,835246,288072,0,541374
CACIBSCOL,3,2026,5191223,5177062,14161,0,0,4746866,2748941,1864796,133129,0,444356
CACIL,3,2026,111918348,110319917,677429,921001,0,89742977,39364931,50378046,0,0,22175370
CACSULACTA,3,2026,3743438,3691993,0,51444,0,2712010,1799936,608972,303102,0,1031426
CAMPAMENTO,1,2019,2705583,2696783,8800,0,0,2384113,887435,1495326,1352,0,321470
CAMPAMENTO,2,2019,5453826,5430396,23430,0,0,4544242,1875996,2664369,3877,0,909584
CAMPAMENTO,3,2019,8243934,8209713,34221,0,0,7325259,2780047,4422555,122657,0,918675
CAMPAMENTO,4,2019,11054644,11008550,46094,0,0,10208846,3690778,6375416,142652,0,845798
CAMPAMENTO,5,2019,15542045,15464848,77197,0,0,13123026,5459508,7653667,9851,0,2419019
