COOPERATIVA,MES#,AÑO,SOLVENCIA,RANGO SOLVENCIA,MOROSIDAD,RANGO MOROSIDAD,COBERTURA MORA,RANGO COBERTURA MORA,LIQUIDEZ,RANGO LIQUIDEZ,ROA,RANGO ROA,ROE,RANGO ROE,AUTOSUFICIENCIA,RANGO AUTOSUFICIENCIA
15 DE SEPTIEMBRE,1,2019,0.0,E,29.93,E,0.0,E,,,0.38,D,,,144.38,A
15 DE SEPTIEMBRE,2,2019,0.0,E,34.32,E,0.0,E,,,0.66,A,,,135.82,B
15 DE SEPTIEMBRE,3,2019,0.0,E,34.36,E,0.0,E,,,0.88,A,,,131.13,B
15 DE SEPTIEMBRE,4,2019,0.0,E,35.68,E,0.0,E,,,1.19,A,,,131.24,B
15 DE SEPTIEMBRE,5,2019,0.0,E,6.5,C,0.0,E,,,1.26,A,,,127.76,B
15 DE SEPTIEMBRE,7,2019,0.0,E,8.85,D,0.0,E,,,2.04,A,,,131.23,B
15 DE SEPTIEMBRE,8,2019,0.0,E,9.29,D,0.0,E,,,2.42,A,,,132.44,B
15 DE SEPTIEMBRE,9,2019,0.0,E,9.46,D,0.0,E,,,2.73,A,,,132.78,B
15 DE SEPTIEMBRE,10,2019,0.0,E,9.81,D,0.0,E,,,3.03,A,,,132.56,B
15 DE SEPTIEMBRE,11,2019,0.0,E,9.14,D,0.0,E,,,3.11,A,,,130.86,B
15 DE SEPTIEMBRE,12,2019,0.0,E,8.05,D,0.0,E,,,3.09,A,,,126.89,B
15 DE SEPTIEMBRE,1,2020,0.0,E,12.22,E,0.0,E,,,0.12,E,,,116.8,B
15 DE SEPTIEMBRE,2,2020,0.0,E,9.14,D,0.0,E,,,0.31,D,,,114.99,B
15 DE SEPTIEMBRE,3,2020,0.0,E,9.14,D,0.0,E,,,0.75,A,,,126.39,B
15 DE SEPTIEMBRE,5,2020,0.0,E,6.5,C,0.0,E,,,1.26,A,,,127.76,B
15 DE SEPTIEMBRE,6,2020,0.0,E,6.5,C,0.0,E,,,1.26,A,,,127.76,B
15 DE SEPTIEMBRE,7,2020,0.0,E,8.75,D,0.0,E,,,1.62,A,,,126.14,B
15 DE SEPTIEMBRE,8,2020,0.0,E,12.3,E,0.0,E,,,1.97,A,,,128.04,B
15 DE SEPTIEMBRE,9,2020,0.0,E,15.47,E,0.0,E,,,2.24,A,,,128.6,B
15 DE SEPTIEMBRE,10,2020,0.0,E,15.69,E,0.0,E,,,2.44,A,,,128.24,B
15 DE SEPTIEMBRE,12,2020,0.0,E,10.6,E,0.0,E,,,2.58,A,,,124.5,B
15 DE SEPTIEMBRE,1,2021,0.0,E,11.55,E,0.0,E,,,0.38,D,,,148.34,A
15 DE SEPTIEMBRE,2,2021,0.0,E,10.9,E,0.0,E,,,0.76,A,,,146.33,A
15 DE SEPTIEMBRE,3,2021,0.0,E,8.2,D,0.0,E,,,1.09,A,,,143.29,A
15 DE SEPTIEMBRE,4,2021,0.0,E,8.53,D,0.0,E,,,1.33,A,,,139.59,B
15 DE SEPTIEMBRE,5,2021,0.0,E,8.0,D,0.0,E,,,1.74,A,,,142.7,B
15 DE SEPTIEMBRE,6,2021,0.0,E,7.94,D,0.0,E,,,2.03,A,,,141.91,B
15 DE SEPTIEMBRE,7,2021,0.0,E,8.8,D,0.0,E,,,2.18,A,,,137.59,B
15 DE SEPTIEMBRE,8,2021,0.0,E,10.23,E,0.0,E,,,2.22,A,,,133.18,B
15 DE SEPTIEMBRE,9,2021,0.0,E,9.65,D,0.0,E,,,2.38,A,,,131.63,B
15 DE SEPTIEMBRE,10,2021,0.0,E,8.83,D,0.0,E,,,2.63,A,,,131.74,B
15 DE SEPTIEMBRE,11,2021,0.0,E,8.71,D,0.0,E,,,3.13,A,,,134.97,B
15 DE SEPTIEMBRE,12,2021,0.0,E,8.42,D,0.0,E,,,3.22,A,,,132.02,B
15 DE SEPTIEMBRE,1,2022,0.0,E,8.16,D,0.0,E,,,0.27,E,,,131.64,B
15 DE SEPTIEMBRE,2,2022,0.0,E,8.04,D,0.0,E,,,0.41,D,,,121.91,B
15 DE SEPTIEMBRE,3,2022,0.0,E,6.3,C,0.0,E,,,0.51,B,,,117.49,B
15 DE SEPTIEMBRE,4,2022,0.0,E,6.53,C,0.0,E,,,0.71,A,,,118.83,B
15 DE SEPTIEMBRE,5,2022,0.0,E,5.73,C,0.0,E,,,0.84,A,,,118.42,B
15 DE SEPTIEMBRE,6,2022,0.0,E,5.99,C,0.0,E,,,1.07,A,,,119.91,B
15 DE SEPTIEMBRE,7,2022,0.0,E,5.25,C,0.0,E,,,1.25,A,,,120.03,B
15 DE SEPTIEMBRE,8,2022,0.0,E,5.17,C,0.0,E,,,1.64,A,,,123.67,B
15 DE SEPTIEMBRE,9,2022,0.0,E,6.52,C,0.0,E,,,2.11,A,,,127.52,B
15 DE SEPTIEMBRE,10,2022,0.0,E,7.57,D,0.0,E,,,2.44,A,,,128.78,B
15 DE SEPTIEMBRE,11,2022,0.0,E,7.9,D,0.0,E,,,2.81,A,,,130.8,B
15 DE SEPTIEMBRE,12,2022,0.0,E,6.03,C,0.0,E,,,3.07,A,,,129.93,B
15 DE SEPTIEMBRE,1,2023,0.0,E,6.86,C,0.0,E,,,0.36,D,,,147.96,A
15 DE SEPTIEMBRE,2,2023,0.0,E,6.99,C,0.0,E,,,0.62,B,,,140.05,B
15 DE SEPTIEMBRE,3,2023,0.0,E,7.59,D,0.0,E,,,0.89,A,,,137.53,B
15 DE SEPTIEMBRE,4,2023,0.0,E,8.86,D,0.0,E,,,1.12,A,,,135.04,B
15 DE SEPTIEMBRE,5,2023,0.0,E,7.95,D,0.0,E,,,1.36,A,,,133.56,B
15 DE SEPTIEMBRE,6,2023,0.0,E,8.31,D,0.0,E,,,1.62,A,,,133.19,B
15 DE SEPTIEMBRE,7,2023,0.0,E,7.77,D,0.0,E,,,1.86,A,,,132.8,B
15 DE SEPTIEMBRE,8,2023,0.0,E,7.69,D,0.0,E,,,2.09,A,,,132.48,B
15 DE SEPTIEMBRE,9,2023,0.0,E,7.91,D,0.0,E,,,2.35,A,,,132.07,B
15 DE SEPTIEMBRE,10,2023,0.0,E,6.88,C,0.0,E,,,2.78,A,,,133.87,B
15 DE SEPTIEMBRE,11,2023,0.0,E,8.55,D,0.0,E,,,3.08,A,,,133.98,B
15 DE SEPTIEMBRE,12,2023,0.0,E,5.59,C,0.0,E,,,3.34,A,,,133.94,B
15 DE SEPTIEMBRE,1,2024,0.0,E,7.1,D,0.0,E,,,0.37,D,,,149.23,A
15 DE SEPTIEMBRE,2,2024,0.0,E,8.53,D,0.0,E,,,0.66,A,,,141.87,B
15 DE SEPTIEMBRE,3,2024,45.19,A,8.72,D,63.63,D,5.66,D,1.01,A,2.14,E,143.13,A
15 DE SEPTIEMBRE,4,2024,43.17,A,8.03,D,69.51,D,5.64,D,1.18,A,2.62,E,138.87,B
15 DE SEPTIEMBRE,5,2024,43.51,A,8.02,D,70.04,D,3.63,E,1.4,A,3.07,E,135.96,B
15 DE SEPTIEMBRE,6,2024,42.71,A,8.42,D,66.51,D,11.59,B,1.47,A,3.28,E,131.41,B
15 DE SEPTIEMBRE,7,2024,42.51,A,7.83,D,71.98,D,12.03,A,1.65,A,3.71,E,130.36,B
15 DE SEPTIEMBRE,8,2024,42.56,A,8.17,D,70.79,D,8.5,C,1.78,A,4.0,E,128.25,B
15 DE SEPTIEMBRE,9,2024,42.26,A,7.5,D,78.39,D,6.85,D,1.88,A,4.25,E,126.38,B
15 DE SEPTIEMBRE,10,2024,42.53,A,6.57,C,92.45,C,6.71,D,2.26,A,5.07,E,128.55,B
15 DE SEPTIEMBRE,11,2024,42.94,A,6.29,C,94.98,C,6.08,D,2.4,A,5.32,E,126.89,B
15 DE SEPTIEMBRE,12,2024,42.41,A,6.16,C,101.25,B,15.72,A,2.58,A,5.78,E,126.6,B
15 DE SEPTIEMBRE,1,2025,42.61,A,7.19,D,89.55,C,14.46,A,0.17,E,0.38,E,119.44,B
15 DE SEPTIEMBRE,2,2025,42.67,A,7.66,D,84.06,D,14.4,A,0.36,D,0.8,E,120.63,B
15 DE SEPTIEMBRE,3,2025,41.42,A,7.21,D,90.7,C,13.69,A,0.52,B,1.19,E,119.89,B
15 DE SEPTIEMBRE,4,2025,41.89,A,7.75,D,91.78,C,16.5,A,0.78,A,1.75,E,122.57,B
15 DE SEPTIEMBRE,5,2025,42.34,A,7.5,D,94.46,C,16.17,A,1.05,A,2.34,E,124.77,B
15 DE SEPTIEMBRE,6,2025,42.49,A,8.39,D,84.0,D,13.61,A,1.24,A,2.76,E,124.51,B
15 DE SEPTIEMBRE,7,2025,42.63,A,8.38,D,84.22,D,16.49,A,1.5,A,3.33,E,125.9,B
15 DE SEPTIEMBRE,8,2025,42.45,A,7.76,D,90.49,C,11.54,B,1.76,A,3.92,E,127.11,B
15 DE SEPTIEMBRE,9,2025,42.23,A,8.43,D,87.93,C,10.66,B,1.91,A,4.27,E,126.36,B
15 DE SEPTIEMBRE,11,2025,42.35,A,6.76,C,111.06,B,9.46,B,2.3,A,5.14,E,126.15,B
15 DE SEPTIEMBRE,12,2025,42.83,A,7.39,D,100.4,B,7.81,C,2.35,A,5.2,E,123.3,B
15 DE SEPTIEMBRE,1,2026,42.92,A,10.24,E,73.28,D,7.9,C,0.25,E,0.56,E,133.27,B
15 DE SEPTIEMBRE,2,2026,42.29,A,10.76,E,70.21,D,11.86,A,0.43,C,0.96,E,128.38,B
15 DE SEPTIEMBRE,3,2026,41.18,A,,,,,10.15,B,0.53,B,1.23,E,122.34,B
4 DE JUNIO,4,2021,0.0,E,2.07,A,0.0,E,,,0.24,E,,,105.88,C
4 DE JUNIO,6,2021,0.0,E,1.88,A,0.0,E,,,0.34,D,,,105.4,C
4 DE JUNIO,7,2021,0.0,E,2.95,B,0.0,E,,,0.32,D,,,103.7,C
4 DE JUNIO,8,2021,0.0,E,2.97,B,0.0,E,,,0.31,D,,,103.16,C
4 DE JUNIO,9,2021,0.0,E,2.87,B,0.0,E,,,0.18,E,,,101.57,C
4 DE JUNIO,10,2021,0.0,E,2.88,B,0.0,E,,,0.18,E,,,101.44,C
4 DE JUNIO,11,2021,0.0,E,2.86,B,0.0,E,,,0.18,E,,,101.26,C
4 DE JUNIO,12,2021,0.0,E,3.15,B,0.0,E,,,0.26,E,,,101.71,C
4 DE JUNIO,1,2022,0.0,E,3.48,B,0.0,E,,,0.13,E,,,111.02,B
4 DE JUNIO,2,2022,0.0,E,3.3,B,0.0,E,,,0.2,E,,,108.26,C
4 DE JUNIO,3,2022,0.0,E,3.48,B,0.0,E,,,0.23,E,,,106.03,C
4 DE JUNIO,4,2022,0.0,E,3.7,B,0.0,E,,,0.34,D,,,106.78,C
4 DE JUNIO,5,2022,0.0,E,3.77,B,0.0,E,,,0.39,D,,,106.12,C
4 DE JUNIO,6,2022,0.0,E,4.15,B,0.0,E,,,0.41,D,,,105.12,C
4 DE JUNIO,7,2022,0.0,E,4.81,B,0.0,E,,,0.42,D,,,104.63,C
4 DE JUNIO,8,2022,0.0,E,5.5,C,0.0,E,,,0.42,D,,,104.08,C
4 DE JUNIO,9,2022,0.0,E,5.62,C,0.0,E,,,0.42,D,,,103.7,C
4 DE JUNIO,10,2022,0.0,E,5.3,C,0.0,E,,,0.43,C,,,103.35,C
4 DE JUNIO,11,2022,0.0,E,5.47,C,0.0,E,,,0.42,D,,,103.06,C
4 DE JUNIO,12,2022,0.0,E,4.86,B,0.0,E,,,0.18,E,,,101.16,C
4 DE JUNIO,1,2023,0.0,E,4.92,B,0.0,E,,,0.15,E,,,113.09,B
4 DE JUNIO,2,2023,0.0,E,4.95,B,0.0,E,,,0.29,E,,,111.93,B
4 DE JUNIO,3,2023,0.0,E,4.36,B,0.0,E,,,0.36,D,,,109.33,C
4 DE JUNIO,4,2023,0.0,E,4.46,B,0.0,E,,,0.52,B,,,110.28,B
4 DE JUNIO,5,2023,0.0,E,4.02,B,0.0,E,,,0.6,B,,,109.3,C
4 DE JUNIO,6,2023,0.0,E,5.74,C,0.0,E,,,0.65,B,,,108.24,C
4 DE JUNIO,7,2023,0.0,E,5.77,C,0.0,E,,,0.78,A,,,108.16,C
4 DE JUNIO,8,2023,0.0,E,5.41,C,0.0,E,,,0.89,A,,,107.98,C
4 DE JUNIO,9,2023,0.0,E,6.08,C,0.0,E,,,1.04,A,,,108.6,C
4 DE JUNIO,10,2023,0.0,E,5.25,C,0.0,E,,,1.13,A,,,108.4,C
4 DE JUNIO,11,2023,0.0,E,5.07,C,0.0,E,,,1.25,A,,,108.61,C
4 DE JUNIO,12,2023,0.0,E,5.24,C,0.0,E,,,0.98,A,,,105.97,C
4 DE JUNIO,1,2024,0.0,E,5.52,C,0.0,E,,,0.14,E,,,111.04,B
4 DE JUNIO,2,2024,0.0,E,6.24,C,0.0,E,,,0.23,E,,,109.0,C
4 DE JUNIO,3,2024,42.44,A,6.03,C,71.84,D,25.68,A,0.33,D,0.75,E,109.2,C
4 DE JUNIO,4,2024,43.71,A,5.56,C,75.2,D,14.08,A,0.44,C,0.96,E,108.84,C
4 DE JUNIO,5,2024,43.93,A,5.26,C,76.09,D,6.86,D,0.52,B,1.15,E,108.34,C
4 DE JUNIO,6,2024,44.07,A,5.27,C,77.3,D,8.0,C,0.59,B,1.3,E,107.76,C
4 DE JUNIO,7,2024,43.86,A,5.11,C,82.84,D,9.71,B,0.68,A,1.51,E,107.72,C
4 DE JUNIO,8,2024,43.72,A,5.92,C,72.43,D,8.11,C,0.79,A,1.74,E,107.88,C
4 DE JUNIO,9,2024,43.1,A,6.33,C,66.77,D,8.29,C,0.92,A,2.06,E,108.42,C
4 DE JUNIO,10,2024,43.27,A,6.61,C,65.77,D,6.7,D,0.99,A,2.2,E,108.19,C
4 DE JUNIO,11,2024,42.27,A,6.46,C,68.88,D,6.35,D,1.06,A,2.41,E,108.05,C
4 DE JUNIO,12,2024,43.56,A,6.13,C,67.63,D,5.0,E,0.73,A,1.62,E,104.82,C
4 DE JUNIO,1,2025,43.11,A,6.29,C,68.73,D,9.31,B,0.09,E,0.21,E,107.96,C
4 DE JUNIO,2,2025,43.8,A,6.3,C,73.31,D,13.91,A,0.25,E,0.54,E,110.53,B
4 DE JUNIO,3,2025,44.39,A,6.13,C,74.69,D,7.4,D,0.34,D,0.73,E,109.28,C
4 DE JUNIO,4,2025,44.6,A,6.04,C,76.15,D,4.67,E,0.46,C,0.99,E,109.47,C
4 DE JUNIO,5,2025,44.59,A,6.01,C,77.53,D,4.68,E,0.52,B,1.11,E,108.4,C
4 DE JUNIO,6,2025,44.6,A,5.82,C,81.58,D,6.1,D,0.59,B,1.28,E,107.95,C
4 DE JUNIO,7,2025,44.6,A,5.67,C,86.02,C,6.74,D,0.72,A,1.55,E,108.37,C
4 DE JUNIO,8,2025,44.67,A,5.21,C,95.9,C,5.46,D,0.97,A,2.08,E,109.93,C
4 DE JUNIO,9,2025,44.79,A,5.13,C,99.41,C,5.82,D,1.07,A,2.28,E,109.71,C
4 DE JUNIO,11,2025,44.67,A,5.26,C,104.06,B,11.12,B,1.33,A,2.85,E,109.86,C
4 DE JUNIO,12,2025,45.01,A,5.59,C,98.39,C,10.78,B,1.05,A,2.23,E,106.9,C
4 DE JUNIO,1,2026,44.29,A,5.77,C,98.76,C,14.03,A,0.14,E,0.3,E,112.29,B
4 DE JUNIO,2,2026,44.34,A,6.13,C,96.71,C,18.62,A,0.23,E,0.49,E,109.9,C
4 DE JUNIO,3,2026,45.21,A,,,,,18.16,A,0.35,D,0.74,E,109.88,C
APAGUIZ,1,2019,0.0,E,13.84,E,0.0,E,,,0.1,E,,,111.64,B
APAGUIZ,2,2019,0.0,E,15.32,E,0.0,E,,,0.16,E,,,109.24,C
APAGUIZ,3,2019,0.0,E,17.14,E,0.0,E,,,0.2,E,,,107.01,C
APAGUIZ,4,2019,0.0,E,15.69,E,0.0,E,,,0.19,E,,,105.14,C
APAGUIZ,5,2019,0.0,E,16.78,E,0.0,E,,,0.74,A,,,119.99,B
APAGUIZ,7,2019,0.0,E,15.18,E,0.0,E,,,0.31,D,,,104.8,C
APAGUIZ,8,2019,0.0,E,14.1,E,0.0,E,,,0.57,B,,,107.82,C
APAGUIZ,9,2019,0.0,E,14.38,E,0.0,E,,,0.68,A,,,108.36,C
APAGUIZ,10,2019,0.0,E,13.99,E,0.0,E,,,0.77,A,,,108.66,C
APAGUIZ,11,2019,0.0,E,14.6,E,0.0,E,,,0.33,D,,,103.23,C
APAGUIZ,12,2019,0.0,E,13.87,E,0.0,E,,,0.09,E,,,100.74,C
APAGUIZ,1,2020,0.0,E,13.35,E,0.0,E,,,0.22,E,,,127.41,B
APAGUIZ,2,2020,0.0,E,13.45,E,0.0,E,,,0.42,D,,,127.34,B
APAGUIZ,3,2020,0.0,E,16.67,E,0.0,E,,,0.58,B,,,125.31,B
APAGUIZ,4,2020,0.0,E,25.0,E,0.0,E,,,0.77,A,,,126.38,B
APAGUIZ,5,2020,0.0,E,16.78,E,0.0,E,,,0.74,A,,,119.99,B
APAGUIZ,6,2020,0.0,E,19.28,E,0.0,E,,,0.89,A,,,119.48,B
APAGUIZ,7,2020,0.0,E,20.43,E,0.0,E,,,1.03,A,,,119.26,B
APAGUIZ,8,2020,0.0,E,19.54,E,0.0,E,,,1.12,A,,,118.38,B
APAGUIZ,9,2020,0.0,E,16.62,E,0.0,E,,,1.26,A,,,118.62,B
APAGUIZ,10,2020,0.0,E,15.47,E,0.0,E,,,1.26,A,,,116.83,B
APAGUIZ,11,2020,0.0,E,15.3,E,0.0,E,,,1.2,A,,,114.31,B
APAGUIZ,12,2020,0.0,E,14.87,E,0.0,E,,,0.43,C,,,104.31,C
APAGUIZ,1,2021,0.0,E,14.58,E,0.0,E,,,0.27,E,,,143.12,A
APAGUIZ,2,2021,0.0,E,13.16,E,0.0,E,,,0.47,C,,,134.79,B
APAGUIZ,3,2021,0.0,E,13.58,E,0.0,E,,,0.51,B,,,124.52,B
APAGUIZ,4,2021,0.0,E,13.45,E,0.0,E,,,0.59,B,,,120.33,B
APAGUIZ,5,2021,0.0,E,12.9,E,0.0,E,,,0.62,B,,,117.65,B
APAGUIZ,6,2021,0.0,E,12.27,E,0.0,E,,,0.71,A,,,116.22,B
APAGUIZ,7,2021,0.0,E,11.2,E,0.0,E,,,0.78,A,,,115.08,B
APAGUIZ,8,2021,0.0,E,11.06,E,0.0,E,,,0.91,A,,,115.48,B
APAGUIZ,9,2021,0.0,E,11.62,E,0.0,E,,,1.03,A,,,115.68,B
APAGUIZ,10,2021,0.0,E,12.57,E,0.0,E,,,1.08,A,,,114.8,B
APAGUIZ,11,2021,0.0,E,11.9,E,0.0,E,,,1.03,A,,,112.82,B
APAGUIZ,12,2021,0.0,E,10.63,E,0.0,E,,,0.36,D,,,103.88,C
APAGUIZ,1,2022,0.0,E,11.35,E,0.0,E,,,0.19,E,,,131.31,B
APAGUIZ,2,2022,0.0,E,10.32,E,0.0,E,,,0.41,D,,,132.66,B
APAGUIZ,3,2022,0.0,E,10.23,E,0.0,E,,,0.48,C,,,124.72,B
APAGUIZ,4,2022,0.0,E,10.89,E,0.0,E,,,0.45,C,,,117.02,B
APAGUIZ,5,2022,0.0,E,10.38,E,0.0,E,,,0.4,D,,,111.93,B
APAGUIZ,6,2022,0.0,E,10.38,E,0.0,E,,,0.36,D,,,108.65,C
APAGUIZ,7,2022,0.0,E,10.72,E,0.0,E,,,0.44,C,,,109.21,C
APAGUIZ,8,2022,0.0,E,10.45,E,0.0,E,,,0.43,C,,,107.85,C
APAGUIZ,9,2022,0.0,E,10.27,E,0.0,E,,,0.44,C,,,107.14,C
APAGUIZ,10,2022,0.0,E,10.28,E,0.0,E,,,0.49,C,,,107.24,C
APAGUIZ,11,2022,0.0,E,10.02,E,0.0,E,,,0.51,B,,,106.86,C
APAGUIZ,12,2022,0.0,E,9.66,D,0.0,E,,,0.14,E,,,101.72,C
APAGUIZ,1,2023,0.0,E,10.13,E,0.0,E,,,0.11,E,,,117.82,B
APAGUIZ,2,2023,0.0,E,10.01,E,0.0,E,,,0.11,E,,,108.48,C
APAGUIZ,3,2023,0.0,E,10.09,E,0.0,E,,,0.13,E,,,106.66,C
APAGUIZ,4,2023,0.0,E,11.84,E,0.0,E,,,0.18,E,,,106.7,C
APAGUIZ,5,2023,0.0,E,11.87,E,0.0,E,,,0.18,E,,,105.49,C
APAGUIZ,6,2023,0.0,E,11.05,E,0.0,E,,,0.19,E,,,104.66,C
APAGUIZ,7,2023,0.0,E,10.58,E,0.0,E,,,0.31,D,,,106.64,C
APAGUIZ,8,2023,0.0,E,10.42,E,0.0,E,,,0.43,C,,,107.5,C
APAGUIZ,9,2023,0.0,E,9.55,D,0.0,E,,,0.57,B,,,109.12,C
APAGUIZ,10,2023,0.0,E,9.23,D,0.0,E,,,0.64,B,,,109.24,C
APAGUIZ,11,2023,0.0,E,10.29,E,0.0,E,,,0.79,A,,,110.6,B
APAGUIZ,12,2023,0.0,E,9.76,D,0.0,E,,,0.41,D,,,104.85,C
APAGUIZ,1,2024,0.0,E,9.88,D,0.0,E,,,0.16,E,,,125.37,B
APAGUIZ,2,2024,0.0,E,10.16,E,0.0,E,,,0.21,E,,,116.26,B
APAGUIZ,3,2024,32.22,A,10.57,E,95.84,C,28.36,A,0.36,D,1.06,E,119.28,B
APAGUIZ,4,2024,32.42,A,10.76,E,94.43,C,29.25,A,0.39,D,1.16,E,115.24,B
APAGUIZ,5,2024,32.43,A,10.63,E,91.41,C,26.1,A,0.45,C,1.32,E,113.35,B
APAGUIZ,6,2024,32.67,A,10.01,E,93.38,C,25.07,A,0.54,B,1.6,E,113.6,B
APAGUIZ,7,2024,32.93,A,9.12,D,97.99,C,24.08,A,0.58,B,1.68,E,112.27,B
APAGUIZ,8,2024,33.29,A,8.8,D,101.66,B,20.07,A,0.67,A,1.92,E,112.12,B
APAGUIZ,9,2024,33.77,A,8.37,D,106.06,B,17.67,A,0.87,A,2.47,E,114.32,B
APAGUIZ,10,2024,33.67,A,8.35,D,106.43,B,17.72,A,0.9,A,2.55,E,113.12,B
APAGUIZ,11,2024,34.23,A,8.38,D,103.2,B,16.62,A,1.13,A,3.16,E,115.05,B
APAGUIZ,12,2024,33.78,A,8.35,D,103.22,B,19.14,A,0.75,A,2.13,E,108.71,C
APAGUIZ,1,2025,32.54,A,8.21,D,107.0,B,26.0,A,0.32,D,0.93,E,150.25,A
APAGUIZ,2,2025,31.71,A,8.51,D,104.25,B,32.14,A,0.55,B,1.67,E,141.82,B
APAGUIZ,3,2025,31.99,A,8.3,D,106.24,B,32.78,A,0.88,A,2.66,E,146.55,A
APAGUIZ,4,2025,32.84,A,8.26,D,101.73,B,30.22,A,1.16,A,3.41,E,145.74,A
APAGUIZ,5,2025,33.1,A,8.4,D,99.97,C,29.65,A,1.44,A,4.18,E,145.17,A
APAGUIZ,6,2025,33.09,A,8.77,D,93.11,C,28.19,A,1.56,A,4.53,E,140.01,B
APAGUIZ,7,2025,33.42,A,9.47,D,86.18,C,25.5,A,1.83,A,5.28,E,140.41,B
APAGUIZ,8,2025,33.59,A,8.93,D,90.84,C,25.77,A,2.22,A,6.36,D,143.49,A
APAGUIZ,9,2025,33.7,A,8.85,D,91.76,C,26.8,A,2.49,A,7.12,D,144.11,A
APAGUIZ,10,2025,33.72,A,8.98,D,91.57,C,28.17,A,2.7,A,7.7,D,142.8,B
APAGUIZ,11,2025,33.93,A,8.43,D,97.53,C,27.23,A,2.94,A,8.33,D,142.76,B
APAGUIZ,12,2025,33.37,A,8.29,D,99.64,C,30.46,A,1.94,A,5.59,E,122.57,B
APAGUIZ,1,2026,31.09,A,8.32,D,101.02,B,35.98,A,0.28,E,0.86,E,150.05,A
APAGUIZ,2,2026,30.88,A,8.86,D,95.58,C,36.49,A,0.48,C,1.51,E,143.09,A
APAGUIZ,3,2026,31.18,A,,,,,37.12,A,0.57,B,1.77,E,131.92,B
ARSENAULT,3,2026,23.93,A,,,,,21.51,A,0.01,E,0.02,E,100.19,C
ARSENAULT,1,2019,0.0,E,12.26,E,0.0,E,,,0.02,E,,,101.91,C
ARSENAULT,2,2019,0.0,E,14.32,E,0.0,E,,,0.03,E,,,101.36,C
ARSENAULT,3,2019,0.0,E,14.69,E,0.0,E,,,0.01,E,,,100.31,C
ARSENAULT,4,2019,0.0,E,15.19,E,0.0,E,,,0.08,E,,,101.78,C
ARSENAULT,5,2019,0.0,E,28.52,E,0.0,E,,,0.32,D,,,106.58,C
ARSENAULT,7,2019,0.0,E,12.87,E,0.0,E,,,0.24,E,,,103.24,C
ARSENAULT,8,2019,0.0,E,12.05,E,0.0,E,,,0.35,D,,,104.22,C
ARSENAULT,9,2019,0.0,E,11.61,E,0.0,E,,,0.38,D,,,104.05,C
ARSENAULT,10,2019,0.0,E,12.16,E,0.0,E,,,0.51,B,,,104.94,C
ARSENAULT,11,2019,0.0,E,12.02,E,0.0,E,,,0.64,B,,,105.69,C
ARSENAULT,12,2019,0.0,E,8.88,D,0.0,E,,,0.54,B,,,104.39,C
ARSENAULT,1,2020,0.0,E,9.23,D,0.0,E,,,0.09,E,,,108.44,C
ARSENAULT,2,2020,0.0,E,12.31,E,0.0,E,,,0.19,E,,,109.37,C
ARSENAULT,3,2020,0.0,E,13.63,E,0.0,E,,,0.27,E,,,109.47,C
ARSENAULT,4,2020,0.0,E,24.0,E,0.0,E,,,0.42,D,,,110.7,B
ARSENAULT,5,2020,0.0,E,28.52,E,0.0,E,,,0.32,D,,,106.58,C
ARSENAULT,6,2020,0.0,E,27.39,E,0.0,E,,,0.32,D,,,105.56,C
ARSENAULT,7,2020,0.0,E,30.89,E,0.0,E,,,0.35,D,,,105.32,C
ARSENAULT,8,2020,0.0,E,29.06,E,0.0,E,,,0.38,D,,,104.99,C
ARSENAULT,9,2020,0.0,E,22.92,E,0.0,E,,,0.46,C,,,105.42,C
ARSENAULT,10,2020,0.0,E,21.82,E,0.0,E,,,0.5,C,,,105.41,C
ARSENAULT,11,2020,0.0,E,21.07,E,0.0,E,,,0.58,B,,,105.74,C
ARSENAULT,12,2020,0.0,E,15.0,E,0.0,E,,,0.48,C,,,104.25,C
ARSENAULT,1,2021,0.0,E,14.2,E,0.0,E,,,0.22,E,,,124.3,B
ARSENAULT,2,2021,0.0,E,13.1,E,0.0,E,,,0.38,D,,,119.69,B
ARSENAULT,3,2021,0.0,E,11.29,E,0.0,E,,,0.52,B,,,117.23,B
ARSENAULT,4,2021,0.0,E,10.9,E,0.0,E,,,0.68,A,,,117.72,B
ARSENAULT,5,2021,0.0,E,9.42,D,0.0,E,,,0.8,A,,,116.62,B
ARSENAULT,6,2021,0.0,E,9.56,D,0.0,E,,,0.9,A,,,115.79,B
ARSENAULT,7,2021,0.0,E,10.0,E,0.0,E,,,0.99,A,,,115.02,B
ARSENAULT,8,2021,0.0,E,9.32,D,0.0,E,,,1.15,A,,,115.27,B
ARSENAULT,9,2021,0.0,E,9.65,D,0.0,E,,,1.24,A,,,114.56,B
ARSENAULT,10,2021,0.0,E,9.7,D,0.0,E,,,1.31,A,,,113.72,B
ARSENAULT,11,2021,0.0,E,9.04,D,0.0,E,,,1.34,A,,,112.75,B
ARSENAULT,12,2021,0.0,E,9.13,D,0.0,E,,,1.11,A,,,109.34,C
ARSENAULT,1,2022,0.0,E,8.9,D,0.0,E,,,0.03,E,,,102.77,C
ARSENAULT,2,2022,0.0,E,8.37,D,0.0,E,,,0.04,E,,,101.82,C
ARSENAULT,3,2022,0.0,E,8.3,D,0.0,E,,,0.08,E,,,102.57,C
ARSENAULT,4,2022,0.0,E,8.95,D,0.0,E,,,0.12,E,,,102.81,C
